@relation 10PCK-weka.filters.unsupervised.attribute.Remove-R1-8

@attribute CBO numeric
@attribute WNC numeric
@attribute DIT numeric
@attribute NOC numeric
@attribute RFC numeric
@attribute LCOM numeric
@attribute NOM numeric
@attribute NOPM numeric
@attribute NOSM numeric
@attribute NOF numeric
@attribute NOPF numeric
@attribute NOSF numeric
@attribute NOSI numeric
@attribute LOC numeric
@attribute CLASS {GA,RANDOM}

@data
2,2,1,0,0,1,2,2,0,0,0,0,0,12,GA
4,7,1,0,5,0,2,2,0,1,0,0,0,63,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
22,29,2,0,33,34,13,8,3,2,0,0,4,177,GA
0,1,4,0,0,0,1,0,0,0,0,0,0,60,GA
14,21,1,0,44,31,11,7,0,2,0,0,0,249,GA
4,5,4,0,8,6,4,3,0,0,0,0,0,49,GA
5,6,1,0,8,1,2,2,0,0,0,0,0,30,GA
1,3,1,0,1,0,3,3,0,2,0,0,0,20,GA
3,16,1,0,1,77,14,14,0,9,2,2,0,112,GA
1,2,2,0,4,1,2,0,0,0,0,0,0,59,GA
21,42,1,1,1,741,42,42,0,21,1,0,0,404,RANDOM
3,3,1,0,1,0,3,3,0,2,0,0,0,49,GA
7,76,4,1,19,166,36,22,0,13,0,1,4,357,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,8,1,0,9,1,2,2,2,0,0,0,1,51,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
8,20,1,0,12,11,10,10,3,4,0,1,3,103,RANDOM
1,5,1,0,0,0,5,5,0,2,0,0,0,93,GA
14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
8,12,1,0,9,7,6,6,0,2,0,0,2,128,GA
2,9,5,0,18,2,3,3,0,3,0,0,1,80,RANDOM
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,25,5,0,42,28,9,8,1,15,0,1,17,229,RANDOM
6,10,1,0,10,0,5,5,0,4,0,0,1,94,RANDOM
3,84,1,0,61,94,16,4,1,12,0,6,17,613,GA
11,22,1,2,1,171,22,22,0,11,1,0,0,224,GA
1,12,1,0,0,44,12,12,0,5,0,0,0,82,GA
12,41,4,0,43,168,20,14,0,10,0,5,17,232,GA
5,22,1,0,17,25,19,18,0,4,0,1,3,119,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
3,8,6,0,46,19,5,1,0,12,0,0,3,150,RANDOM
5,65,1,0,58,616,41,40,0,21,0,2,3,489,GA
2,1,2,0,0,0,1,1,0,0,0,0,0,23,RANDOM
3,0,1,0,0,0,0,0,0,1,1,0,0,24,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
10,12,1,0,19,6,4,4,0,1,0,1,3,84,GA
3,4,1,0,11,1,2,2,0,3,0,0,0,42,GA
2,11,1,0,11,0,11,11,0,1,0,0,0,85,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
7,6,1,0,6,0,5,5,0,3,0,1,0,48,GA
2,10,1,0,14,6,4,1,4,0,0,0,9,88,RANDOM
5,24,1,4,15,169,22,13,0,5,0,0,4,248,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
6,12,3,0,11,1,3,3,0,1,0,0,0,94,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
4,17,3,0,26,0,3,3,0,2,0,0,3,139,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
4,18,6,0,29,85,12,8,0,9,1,3,6,241,GA
3,37,1,0,37,15,7,5,1,8,8,1,16,266,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
12,15,2,0,59,21,7,0,0,0,0,0,12,161,GA
15,12,2,0,16,15,6,2,4,0,0,0,12,77,RANDOM
4,1,1,0,0,0,1,1,0,0,0,0,0,27,GA
2,17,7,0,37,40,8,5,2,13,0,1,6,246,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
2,1,1,0,6,0,1,1,1,0,0,0,1,19,GA
2,65,2,0,51,33,14,7,2,18,0,3,9,333,RANDOM
4,28,2,0,9,19,11,10,0,2,0,0,0,203,GA
1,6,1,0,3,0,4,3,1,2,0,0,1,93,GA
9,34,1,0,21,62,20,20,0,2,0,0,0,277,GA
5,13,5,0,29,6,4,3,0,0,0,0,0,80,GA
0,2,5,0,0,1,2,2,0,0,0,0,0,59,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
11,7,1,0,29,1,2,2,0,0,0,0,2,74,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
0,5,5,0,11,0,3,2,0,3,0,1,0,68,GA
6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
8,15,18,0,7,16,9,9,0,2,0,0,0,125,GA
5,7,1,0,5,0,2,2,0,1,0,0,1,58,RANDOM
11,4,6,0,4,6,4,1,0,0,0,0,0,46,RANDOM
5,10,3,2,8,15,6,4,0,0,0,0,0,63,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,20,8,0,27,61,13,13,3,6,3,0,5,199,RANDOM
5,9,1,0,12,1,6,5,0,2,0,0,0,46,GA
2,8,8,0,18,13,4,4,0,3,0,1,1,100,RANDOM
11,42,1,0,47,26,21,14,3,16,0,16,46,326,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
11,25,4,1,24,153,18,17,0,0,0,0,0,195,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
12,27,1,0,64,53,11,3,10,4,0,4,31,185,GA
2,9,1,0,0,0,7,7,0,2,0,0,0,82,GA
7,17,1,0,8,4,5,5,5,6,6,6,5,76,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,5,0,1,0,0,1,0,1,0,21,GA
3,7,1,0,7,0,7,4,0,3,0,0,4,51,GA
0,2,1,0,0,0,2,2,0,1,0,0,0,13,RANDOM
13,66,4,0,88,582,34,5,0,13,0,3,8,576,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
3,6,1,6,2,0,4,4,0,2,0,0,0,88,GA
5,6,1,0,7,4,4,4,0,2,0,1,1,45,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,45,1,0,49,39,14,14,0,16,0,0,7,231,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
7,12,5,0,9,0,2,2,0,7,0,0,0,94,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
1,0,1,0,0,0,0,0,0,0,0,0,0,8,GA
16,121,17,0,12,1113,62,11,0,6,0,0,0,385,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,5,1,0,6,1,2,2,1,1,0,1,2,31,RANDOM
0,6,1,0,2,3,6,6,0,2,0,0,0,54,GA
10,20,2,0,22,16,9,4,0,1,0,0,3,141,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,RANDOM
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
3,4,2,2,5,1,3,1,0,1,0,0,0,44,GA
2,21,1,0,7,0,8,8,0,2,0,0,0,98,GA
28,8,6,0,13,15,7,3,0,11,11,11,0,192,RANDOM
7,21,1,0,13,94,14,12,0,8,0,2,5,84,GA
6,15,1,0,7,33,9,9,0,4,0,0,3,58,RANDOM
1,0,1,0,0,0,0,0,0,1,1,1,0,29,GA
2,12,1,0,3,0,4,4,0,1,0,0,1,44,RANDOM
4,3,2,0,5,0,1,1,0,0,0,0,1,26,GA
1,5,2,0,3,0,3,3,0,2,0,0,1,26,RANDOM
2,0,3,5,0,0,0,0,0,0,0,0,0,48,RANDOM
28,85,4,0,115,521,34,18,0,14,0,0,2,485,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
3,2,2,0,2,0,2,2,0,2,0,0,0,18,GA
13,22,2,0,24,8,5,3,0,6,0,0,0,163,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,2,2,0,2,1,2,1,0,0,0,0,0,14,GA
1,24,1,0,9,4,5,5,5,10,0,10,8,145,RANDOM
10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
4,14,4,0,16,9,6,4,0,1,0,0,0,85,GA
12,9,2,0,5,11,3,1,1,3,0,0,1,73,RANDOM
0,1,1,0,1,0,1,1,1,0,0,0,1,34,GA
6,18,5,0,23,0,15,15,0,4,0,0,1,210,GA
4,82,1,0,44,507,39,38,4,14,0,0,91,794,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
9,22,1,0,22,0,19,19,0,4,0,1,0,166,GA
9,16,2,0,6,85,14,14,0,5,0,0,0,98,RANDOM
17,20,2,0,23,2,5,3,0,3,0,0,4,264,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,5,2,19,7,3,3,1,0,2,0,0,0,88,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
8,17,2,0,22,3,3,2,0,0,0,0,4,81,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
0,13,1,0,0,10,5,4,4,0,0,0,0,85,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
11,9,1,0,23,0,6,6,0,7,0,0,1,142,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
24,75,2,0,51,610,41,34,0,18,0,0,2,474,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
4,7,1,0,11,3,3,2,2,4,0,4,1,103,GA
8,21,1,0,32,9,6,3,1,6,4,4,8,162,GA
6,4,2,0,23,1,2,2,0,0,0,0,0,91,GA
4,10,5,0,7,16,9,6,0,1,0,0,0,112,RANDOM
17,34,1,1,1,465,34,34,0,17,1,0,0,332,RANDOM
16,32,1,1,1,406,32,32,0,16,1,0,0,314,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
5,2,1,0,3,1,2,2,0,0,0,0,0,22,GA
15,6,1,0,12,1,3,3,0,1,0,0,2,85,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
1,3,1,0,2,0,1,1,1,0,0,0,2,22,RANDOM
5,10,1,0,8,3,5,5,0,3,0,1,3,120,GA
0,4,1,0,0,4,4,3,0,1,0,0,0,70,GA
2,18,6,0,63,63,10,2,0,18,0,0,0,246,GA
1,3,2,0,3,3,3,3,0,0,0,0,3,18,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
6,14,1,0,9,18,9,7,0,2,0,0,1,170,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
20,21,8,0,41,41,10,7,0,8,0,1,4,212,RANDOM
1,1,4,0,0,0,1,1,0,0,0,0,0,9,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
11,123,2,0,63,103,15,3,1,3,0,2,29,1084,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
5,26,2,0,29,0,6,2,0,5,0,2,2,214,GA
0,2,1,0,3,1,2,2,0,1,0,1,0,43,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
0,8,1,0,1,5,6,5,0,5,0,0,0,110,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
2,4,5,0,16,0,4,3,0,6,0,0,0,82,RANDOM
4,1,2,0,3,0,1,1,0,8,4,8,0,60,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
4,16,1,0,7,19,15,12,2,6,1,1,2,250,GA
14,75,5,0,49,0,53,51,1,5,0,1,2,438,RANDOM
1,24,5,0,27,245,14,2,0,11,0,0,0,217,GA
10,20,1,1,1,136,20,20,0,10,1,0,0,206,GA
0,2,1,0,0,0,2,1,0,1,0,0,0,26,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
2,6,1,0,7,0,5,3,0,2,0,0,2,39,GA
9,8,3,0,2,26,8,2,0,1,0,1,0,87,GA
1,1,2,0,1,0,1,1,0,0,0,0,1,10,GA
32,43,1,7,29,582,36,30,3,3,0,1,7,361,GA
2,6,2,0,8,0,3,3,0,1,0,0,1,54,GA
2,4,5,0,0,4,4,4,0,1,0,0,0,75,GA
5,8,2,0,5,15,6,6,2,0,0,0,2,100,GA
0,2,5,2,0,1,2,2,0,0,0,0,0,20,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
2,3,1,0,1,0,2,2,0,1,0,0,1,57,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
15,26,1,0,5,0,10,7,0,8,0,0,1,120,GA
2,26,1,0,23,17,14,13,5,3,0,1,9,252,GA
2,5,1,0,5,0,5,3,0,2,0,0,3,35,GA
1,5,1,0,6,0,5,4,1,5,2,3,1,41,GA
13,25,2,0,18,206,9,9,0,4,0,0,0,249,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
7,57,6,0,71,168,30,29,0,42,0,0,13,350,RANDOM
3,9,1,0,15,1,2,2,0,11,0,4,7,85,GA
2,1,2,0,2,0,1,1,0,0,0,0,1,20,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
9,35,1,0,32,72,32,29,0,3,0,1,10,301,GA
5,21,1,0,37,10,9,9,0,11,0,0,4,159,GA
3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,5,1,0,5,0,3,2,1,2,0,1,2,52,GA
1,22,1,5,6,179,22,19,0,8,0,1,0,162,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,4,1,0,0,3,3,3,3,1,0,1,0,47,GA
8,17,1,0,14,7,6,3,0,5,0,1,2,177,RANDOM
8,10,1,0,30,0,3,2,1,4,1,4,6,70,GA
14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,30,1,0,12,87,18,17,1,7,0,0,3,122,RANDOM
8,63,3,0,48,9,10,6,1,6,0,2,15,282,GA
16,13,1,0,7,1,2,2,2,0,0,0,0,114,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
8,37,1,0,0,396,33,33,0,20,0,0,0,627,GA
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
6,27,2,0,13,31,10,9,0,8,0,1,2,187,GA
1,2,1,0,2,1,2,2,0,0,0,0,2,42,GA
6,5,3,0,19,1,2,2,0,3,2,3,2,70,RANDOM
11,20,1,0,17,8,12,12,1,6,0,0,0,132,GA
3,5,3,0,7,3,3,3,0,0,0,0,0,68,RANDOM
0,10,1,0,3,20,8,5,0,4,0,0,0,156,GA
2,10,1,0,16,0,4,4,4,1,0,1,5,98,RANDOM
6,6,1,0,13,1,2,2,0,0,0,0,0,49,GA
3,10,1,0,3,11,7,7,0,6,0,2,2,113,GA
4,18,1,0,13,34,9,8,4,5,2,3,5,82,GA
1,5,1,0,4,1,2,2,0,0,0,0,1,50,GA
5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
2,15,1,0,2,22,13,13,0,9,4,3,2,112,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
3,9,1,0,12,2,4,3,1,3,1,0,5,91,GA
6,47,1,0,28,0,11,10,0,3,0,0,0,169,GA
1,10,1,0,5,0,5,3,1,4,2,2,5,75,GA
2,3,3,0,1,1,2,1,0,1,0,1,0,68,GA
14,21,6,2,44,85,18,11,0,11,0,0,6,136,GA
3,5,1,0,0,0,3,3,0,3,3,0,0,57,GA
2,11,1,0,15,0,4,4,0,2,0,1,1,75,GA
7,45,1,0,0,663,43,43,0,25,0,0,0,796,GA
31,51,1,0,73,8,17,6,3,11,0,1,4,347,GA
20,46,1,0,25,188,31,26,4,15,0,0,10,314,RANDOM
10,93,6,0,102,173,21,6,0,14,0,0,15,470,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,34,1,0,15,36,9,9,0,0,0,0,0,210,GA
0,4,1,0,4,0,1,1,1,1,1,0,1,25,RANDOM
7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
48,103,3,0,122,2636,70,63,0,31,0,1,7,418,RANDOM
6,5,1,1,0,10,5,5,0,0,0,0,0,23,RANDOM
5,10,1,1,1,21,10,10,0,5,1,0,0,116,RANDOM
10,13,2,0,12,21,7,5,1,7,0,0,1,110,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,21,1,0,6,0,17,17,0,2,0,0,7,116,GA
7,33,1,0,23,0,14,13,0,6,0,1,0,178,RANDOM
4,4,2,0,1,0,2,2,0,1,0,0,0,58,RANDOM
9,4,2,0,4,6,4,3,2,0,0,0,4,76,GA
3,3,1,0,8,1,2,1,2,2,2,2,1,33,GA
4,9,6,0,13,34,9,9,0,1,0,0,0,59,RANDOM
2,27,7,0,39,37,10,8,0,2,0,1,13,190,GA
6,23,1,0,24,43,18,18,0,2,0,1,0,152,GA
0,23,1,0,6,0,9,8,0,5,0,0,0,109,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,2,3,0,0,1,2,2,0,1,0,1,0,45,GA
9,15,6,0,49,21,8,6,2,19,3,6,7,215,RANDOM
1,2,3,0,0,1,2,1,0,0,0,0,0,15,GA
9,42,5,0,28,288,30,30,0,7,0,0,5,198,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
0,9,1,0,0,12,9,9,0,4,0,0,0,51,GA
1,1,1,0,5,0,1,1,1,2,2,2,2,27,GA
19,24,1,3,33,22,9,3,0,2,0,0,7,208,GA
3,17,2,0,28,1,3,2,0,1,0,0,9,110,GA
3,42,1,0,29,66,16,14,0,7,2,2,4,234,GA
1,13,1,0,20,1,3,3,0,3,0,0,7,141,GA
3,14,2,0,13,5,10,9,0,2,0,0,7,100,GA
6,32,1,0,41,0,9,8,1,8,0,0,5,258,GA
2,15,1,0,11,0,8,8,0,1,0,0,0,66,GA
1,16,2,0,25,18,8,8,0,9,0,0,1,167,GA
3,17,3,0,18,66,12,11,0,0,0,0,12,178,RANDOM
5,39,1,3,41,78,16,3,0,8,0,2,30,374,GA
13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,3,4,0,11,1,3,3,0,1,0,0,0,94,RANDOM
0,45,1,0,23,496,33,33,0,16,0,0,1,322,GA
3,0,1,0,0,0,0,0,0,9,9,0,0,27,GA
29,105,1,0,94,856,48,33,0,12,0,3,0,735,RANDOM
1,2,3,0,1,1,2,2,0,0,0,0,2,36,RANDOM
3,50,1,0,56,66,12,11,0,0,0,0,31,434,GA
1,2,2,1,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,117,7,0,98,759,47,33,1,51,17,18,8,1502,GA
5,11,1,0,11,0,5,5,0,4,1,1,1,96,GA
1,2,1,2,0,0,2,2,0,1,0,0,0,33,GA
26,52,1,1,1,1176,52,52,0,26,1,0,0,494,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
8,6,1,0,13,1,2,2,0,0,0,0,3,45,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
9,5,2,0,12,0,2,2,0,2,0,1,0,47,GA
4,14,1,0,17,4,4,2,1,2,0,0,6,134,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
5,10,1,0,17,0,1,1,0,1,0,1,2,77,RANDOM
2,7,1,0,11,0,4,3,0,2,0,0,3,138,GA
0,2,1,0,5,0,1,1,1,0,0,0,4,30,GA
3,11,1,0,9,1,10,10,1,3,0,0,2,51,GA
2,12,2,1,8,2,9,9,0,3,0,1,1,112,RANDOM
3,4,5,0,3,6,4,4,0,0,0,0,0,77,GA
2,5,4,0,10,3,2,2,1,2,0,1,1,69,GA
2,13,2,0,7,6,8,8,0,5,0,3,3,122,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
6,8,1,0,14,0,3,3,0,3,0,2,1,62,GA
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
5,11,1,0,0,27,10,10,0,2,0,0,0,83,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
0,11,1,0,0,45,11,11,0,5,0,0,0,54,GA
4,9,1,0,13,0,8,6,0,3,0,0,3,60,GA
0,25,1,0,0,300,25,24,24,24,0,24,0,126,RANDOM
1,17,4,0,11,24,8,6,0,3,0,2,2,93,RANDOM
0,38,1,0,16,374,29,12,0,10,0,3,4,163,GA
1,3,1,0,2,0,2,2,2,2,0,2,1,47,GA
6,5,2,0,0,6,4,4,0,0,0,0,0,45,GA
2,2,3,0,1,1,2,0,0,0,0,0,0,12,GA
5,21,2,0,37,32,12,11,0,13,0,3,7,253,RANDOM
1,1,2,0,0,0,1,1,0,0,0,0,0,55,GA
1,1,1,0,0,0,1,0,0,0,0,0,0,32,GA
3,4,1,0,9,0,1,1,0,1,0,1,1,45,GA
5,55,1,0,50,197,23,23,9,9,0,3,8,246,GA
5,19,1,0,12,29,10,9,1,9,0,3,2,184,GA
1,10,1,0,5,0,5,3,1,3,2,1,5,101,GA
4,39,1,0,9,1,2,1,0,0,0,0,0,91,GA
8,12,2,0,22,4,5,2,0,1,0,0,0,104,GA
13,47,13,0,78,176,25,18,0,16,1,1,1,355,GA
1,11,1,0,13,10,5,5,5,0,0,0,5,148,GA
18,36,1,1,1,528,36,36,0,18,1,0,0,350,RANDOM
1,4,6,0,4,3,3,3,0,1,0,1,1,48,RANDOM
6,4,2,0,23,1,2,2,0,0,0,0,0,91,RANDOM
10,23,1,0,47,0,9,7,0,3,0,0,1,193,GA
4,29,1,0,16,20,13,13,0,8,0,0,0,110,GA
1,1,2,0,0,0,1,1,0,0,0,0,0,55,GA
3,9,1,0,5,10,5,1,0,0,0,0,0,50,RANDOM
8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
1,3,4,0,0,3,3,3,0,1,0,1,0,39,GA
4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
1,2,2,0,1,1,2,2,0,0,0,0,0,40,RANDOM
3,36,1,0,6,0,9,9,0,6,0,0,0,114,RANDOM
3,3,5,0,3,3,3,3,0,0,0,0,0,66,GA
5,15,1,0,3,45,14,14,2,5,0,1,0,79,GA
0,5,1,0,3,0,2,2,0,2,0,0,0,63,GA
3,2,3,0,5,1,2,2,0,1,1,1,4,43,GA
5,10,1,0,5,0,10,10,0,1,0,0,0,72,GA
4,38,1,0,43,78,16,11,2,8,0,3,16,325,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
5,45,1,10,43,0,45,45,1,1,0,0,1,192,GA
14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
22,38,3,0,37,243,28,18,5,14,2,2,19,273,RANDOM
4,2,3,0,9,1,2,2,0,1,1,1,4,49,GA
6,45,1,0,24,167,22,20,0,9,0,0,3,240,GA
10,23,1,0,20,0,13,12,0,4,1,2,1,133,GA
3,35,1,0,12,0,24,20,0,2,0,0,13,226,GA
9,18,1,1,1,105,18,18,0,9,1,0,0,188,GA
11,52,1,0,37,71,23,15,2,14,1,1,19,327,RANDOM
5,4,1,0,4,3,3,2,0,0,0,0,0,53,GA
0,13,1,0,9,0,8,8,0,5,0,1,0,107,GA
1,2,2,2,1,1,2,2,0,0,0,0,0,40,GA
1,4,2,0,9,3,3,3,0,0,0,0,0,42,GA
3,10,5,0,22,13,5,1,0,4,0,1,1,77,RANDOM
1,3,2,0,1,1,3,3,1,1,1,1,0,33,GA
5,5,2,0,6,1,2,1,0,0,0,0,1,49,RANDOM
0,4,3,0,0,6,4,4,0,0,0,0,0,66,GA
0,3,1,0,7,0,1,1,1,0,0,0,5,44,RANDOM
21,24,1,0,20,51,18,15,1,9,0,0,4,177,RANDOM
5,47,2,1,28,21,7,6,0,0,0,0,4,249,GA
8,22,1,0,29,45,10,8,9,0,0,0,9,194,GA
12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
0,1,1,0,6,0,1,1,1,0,0,0,6,46,RANDOM
1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
8,17,1,0,7,17,14,14,0,6,0,0,1,111,RANDOM
2,17,1,0,18,4,4,3,0,2,0,0,5,142,GA
14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
3,6,3,78,5,2,4,1,0,2,0,0,0,55,GA
8,34,1,0,23,25,14,11,0,3,0,1,2,155,GA
13,12,1,0,26,0,5,4,0,4,0,2,7,172,GA
17,34,1,1,1,465,34,34,0,17,1,0,0,332,RANDOM
