TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RANDOM,TIME_RANDOM,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC,CLASS
org.sourceforge.ifx.framework.complextype.CreditAdviseRs_Type,class,1,28308,0.965277777777778,92062,0.034722222222222,-63754,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.sourceforge.ifx.framework.complextype.LoanInfoCommon_Type,class,1,16900,0.946428571428572,71745,0.053571428571428,-54845,14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
org.quickserver.net.server.gui.About,class,0.612749116039858,85831,0.700284704045552,91000,-0.087535588005694,-5169,1,6,5,0,29,6,3,3,2,19,3,0,13,189,RANDOM
org.javathena.login.UserManagement,class,0.357519754504575,159070,0.353855234478014,167749,0.003664520026561,-8679,17,220,1,0,198,1891,66,59,65,12,0,12,332,1685,RANDOM
fr.pingtimeout.jtail.gui.action.LogFileFilter,class,0.901136363636364,67665,0.883441558441558,69973,0.017694805194806,-2308,0,6,2,0,9,1,2,2,0,2,0,2,1,53,RANDOM
de.huxhorn.lilith.swing.ApplicationPreferences,class,0.741464356983906,252798,0.693865271318093,255804,0.047599085665813,-3006,13,327,2,0,176,1378,108,83,1,81,42,59,18,1825,RANDOM
net.sf.xbus.tools.QLoad,class,0.687828790052606,67959,0.563867823552185,70335,0.123960966500421,-2376,4,8,1,0,22,0,1,1,1,0,0,0,6,106,RANDOM
org.heal.servlet.cataloger.ShowCatalogQueueAction,class,0.744318181818182,80843,0.367424242424242,65129,0.37689393939394,15714,6,3,1,0,8,1,2,2,0,0,0,0,1,41,GA
com.sap.engine.services.dc.wsgate.DeployWSPortTypeBindingStub,class,0.415870175923367,131030,0.338806613852207,132257,0.07706356207116,-1227,22,72,2,0,40,8,12,10,1,5,0,1,1,635,RANDOM
org.exolab.jms.tools.db.TypeSet,class,0.164366883116883,90943,0.438311688311688,81394,-0.273944805194805,9549,5,22,1,0,25,0,5,4,0,2,0,1,5,211,GA
org.sourceforge.ifx.framework.complextype.PassbkItemModRq_Type,class,1,9537,0.964285714285714,10217,0.035714285714286,-680,7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
org.sourceforge.ifx.framework.complextype.StdPayeeInqRq_Type,class,1,29318,0.961111111111111,69326,0.038888888888889,-40008,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.sourceforge.ifx.framework.element.CCAcctStmtRevRs,class,1,6778,0.916666666666667,2413,0.083333333333333,4365,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
module.MessageDeliveryException,class,1,20793,1,12059,0,8734,2,4,3,0,0,6,4,0,0,0,0,0,0,25,GA
de.paragon.explorer.util.StandardEnumerator,class,0.975,103356,0.920677373768238,103543,0.054322626231762,-187,2,19,1,0,12,72,13,13,0,3,0,1,2,92,RANDOM
org.dom4j.dom.DOMNamespace,class,0.790395868613873,117183,0.750462988468304,109970,0.039932880145569,7213,7,38,4,0,26,703,38,38,0,0,0,0,25,181,GA
macaw.system.MacawMessages,class,0.553288878842676,63512,0.705470162748644,62999,-0.152181283905968,513,0,8,1,0,4,19,7,5,6,1,0,1,5,123,GA
com.browsersoft.openhre.hl7.impl.parser.StringDataTypeReader,class,1,5105,1,1398,0,3707,1,1,1,0,0,0,1,1,0,0,0,0,0,29,GA
wheel.components.Validations,class,0.968269230769231,67712,0.963736263736264,8602,0.004532967032967,59110,1,17,1,0,6,15,6,5,1,2,0,2,3,88,GA
org.sourceforge.ifx.framework.element.DebitAuthModRs,class,1,3626,0.916666666666667,2636,0.083333333333333,990,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.sourceforge.squirrel_sql.client.gui.db.aliasproperties.DriverPropertiesPopupMenu,class,0.847143195827406,79254,0.825306509517036,75823,0.02183668631037,3431,4,4,5,0,10,0,2,2,0,5,0,2,2,81,GA
net.sf.xbus.base.xbussystem.FileAcceptor,class,0.973011363636364,68551,0.826704545454545,11113,0.146306818181819,57438,1,8,1,0,9,0,3,3,0,3,0,0,0,119,GA
org.sourceforge.ifx.framework.element.DevCdmBinType,class,1,21146,0.916666666666667,1639,0.083333333333333,19507,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.heal.module.oai.provider.verb.GetRecord,class,0.775426396520146,82313,0.642611852433281,70386,0.132814544086865,11927,6,16,2,0,20,3,3,2,0,0,0,0,4,90,GA
org.asphodel.index.PlainTextStringContent,class,1,9295,0.944444444444444,5254,0.055555555555556,4041,1,2,2,0,0,0,2,2,0,1,0,0,0,17,GA
bible.util.LookAheadStringTokenizer,class,0.547115384615385,71286,0.521031746031746,67401,0.026083638583639,3885,0,15,2,0,5,34,9,8,0,2,0,0,0,61,GA
net.sourceforge.ext4j.log.log4j.QueryStringConverter,class,0.75,69730,0.833333333333333,10127,-0.083333333333333,59603,3,2,2,0,2,1,2,1,0,0,0,0,1,20,GA
org.sourceforge.ifx.framework.element.DevPINEncStat,class,1,3465,0.916666666666667,1549,0.083333333333333,1916,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DevPtrInk,class,1,6427,0.916666666666667,1816,0.083333333333333,4611,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.heal.servlet.userreview.UserReviewBean,class,1,12294,0.981566820276498,21589,0.018433179723502,-9295,0,22,1,0,0,209,22,22,0,11,0,0,0,94,RANDOM
org.jcvi.jillion.assembly.ca.asm.AbstractAsmContigBuilder,class,0,64995,0,63545,0,1450,9,10,1,0,13,9,7,6,0,3,0,0,2,109,GA
org.sourceforge.ifx.framework.element.DevSiuIdcGuidelight,class,1,3511,0.916666666666667,1470,0.083333333333333,2041,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
module.MessageTimeoutException,class,1,3767,1,1512,0,2255,0,1,3,0,0,0,1,0,0,0,0,0,0,16,GA
org.sourceforge.ifx.framework.element.ChkOrdRevRs,class,1,7085,0.916666666666667,2546,0.083333333333333,4539,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.virtualinfinity.atrobots.computer.JumpWhenEqualInstruction,class,1,59402,0.833333333333333,13680,0.166666666666667,45722,2,2,3,0,1,1,2,0,0,0,0,0,0,12,GA
fr.unice.gfarce.interGraph.QuitterAction,class,0.84375,63561,0.678571428571429,63383,0.165178571428571,178,0,2,2,0,1,1,2,2,0,1,0,1,1,15,GA
lotus.core.effect.BecomeBlocker,class,1,17113,1,11416,0,5697,2,2,2,0,2,0,2,2,0,2,2,0,0,18,GA
org.sourceforge.ifx.framework.element.CustAuthRevRq,class,1,8453,0.916666666666667,2141,0.083333333333333,6312,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.ChkDetail,class,1,3424,0.916666666666667,1808,0.083333333333333,1616,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
lotus.core.Combat,class,1,11971,1,5829,0,6142,2,1,1,0,0,0,1,1,0,4,4,0,0,17,GA
org.petsoar.order.CreditCardInfo,class,0.975284090909091,69247,0.923944805194805,15521,0.051339285714286,53726,0,11,1,0,1,9,6,6,0,7,4,4,0,75,GA
org.sourceforge.ifx.framework.element.DebitAuthAddRs,class,1,4148,0.916666666666667,2358,0.083333333333333,1790,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.CashSignature,class,1,6136,0.916666666666667,1858,0.083333333333333,4278,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
com.sap.netweaver.porta.core.nw7.DeployManagerImpl,class,0.278370249971168,95091,0.104420111372885,83831,0.173950138598283,11260,24,25,2,0,26,0,13,10,0,5,0,0,0,169,GA
org.sourceforge.ifx.framework.complextype.CCAcctTrnRevRq_Type,class,1,17542,0.972222222222222,80226,0.027777777777778,-62684,9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
org.jcvi.jillion.assembly.consed.ace.ConsensusAceTagBuilder,class,0.388904358353511,73641,0.301604980975441,67695,0.08729937737807,5946,6,20,3,0,20,0,9,8,0,9,0,0,0,140,GA
com.sap.managementconsole.soap.axis.sapcontrol.J2EESharedTableInfo,class,0.939255405592409,104757,0.840466574961269,86643,0.09878883063114,18114,8,25,1,0,15,70,17,17,3,8,0,1,0,226,GA
org.dom4j.io.OutputFormat,class,0.915454800975627,96644,0.915975763975451,137766,-0.000520962999824,-41122,1,54,1,0,18,517,35,35,2,14,0,1,1,522,RANDOM
macaw.presentationLayer.VariableLabelValueEditor,class,0.163888888888889,69508,0.437037037037037,65783,-0.273148148148148,3725,8,15,1,0,34,0,9,5,0,13,0,0,4,187,GA
org.sourceforge.ifx.framework.element.DebitInfo,class,1,22087,0.916666666666667,2001,0.083333333333333,20086,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
com.soops.CEN4010.JMCA.StatementDS,class,0.970588235294117,66258,0.970588235294117,66458,0,-200,6,144,1,0,55,511,38,6,0,15,0,1,0,685,RANDOM
org.sourceforge.ifx.framework.complextype.MediaAcctAdjRevRs_Type,class,1,29132,0.948717948717949,71047,0.051282051282051,-41915,13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
com.sap.managementconsole.soap.axis.saphostcontrol.Database,class,0.923714171524264,93561,0.879849163060698,86777,0.043865008463566,6784,10,28,1,0,17,32,13,13,3,6,0,1,6,193,GA
de.huxhorn.lilith.consumers.AlarmSoundLoggingEventConsumer,class,1,33860,1,60253,0,-26393,4,8,1,0,3,0,3,3,0,1,0,0,0,57,RANDOM
mygrid.Performance,class,0.916666666666667,65891,0.904761904761905,6436,0.011904761904762,59455,0,2,1,0,3,1,2,2,2,0,0,0,2,39,GA
net.sf.xbus.bootstrap.HTTPReceiverBootstrap,class,0.62797619047619,66805,0.55952380952381,66143,0.06845238095238,662,5,3,2,0,7,1,2,2,0,0,0,0,5,45,GA
org.jcvi.jillion.core.pos.Position,class,0.946204337899543,67350,0.946204337899543,67448,0,-98,1,14,1,0,1,0,6,5,1,3,0,2,1,76,RANDOM
net.sourceforge.schemaspy.util.Dot,class,0.583936715363858,71857,0.431317447963471,83972,0.152619267400387,-12115,4,57,5,0,53,178,21,17,2,14,0,2,14,326,RANDOM
org.jcvi.jillion.assembly.util.consensus.DefaultConsensusResult,class,0.979332449160035,73555,0.928034609069092,73979,0.051297840090943,-424,3,14,1,0,3,0,6,6,0,2,0,0,1,85,RANDOM
org.sourceforge.ifx.framework.element.CardPrefId,class,0.9375,62423,0.916666666666667,1682,0.020833333333333,60741,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
visu.handball.moves.actions.PlaceOffenderAction,class,1,75282,0.928571428571429,43478,0.071428571428571,31804,2,5,2,0,6,0,3,3,0,1,0,0,1,33,GA
lotus.core.phases.CleanupPhase,class,1,6354,1,3551,0,2803,1,1,2,0,0,0,1,1,0,0,0,0,0,9,GA
org.objectweb.asm.jip.ByteVector,class,0.783655841892605,86895,0.76112154606342,77417,0.022534295829185,9478,2,33,1,0,4,0,11,8,0,2,0,0,2,279,GA
org.sourceforge.ifx.framework.complextype.USA_ACHProf_Type,class,1,5065,0.9375,5192,0.0625,-127,4,8,1,1,1,10,8,8,0,4,1,0,0,98,RANDOM
net.sf.jniinchi.JniInchiStructure,class,0.974841772151899,89892,0.86629746835443,16151,0.108544303797469,73741,4,16,1,2,6,39,14,12,0,3,0,0,0,143,GA
org.sourceforge.ifx.framework.complextype.MediaAcctInventoryInqRs_Type,class,1,12334,0.968253968253968,48766,0.031746031746032,-36432,10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWSourcePathComputerDelegate,class,0,91092,0.360326086956522,94023,-0.360326086956522,-2931,16,12,1,0,22,1,2,1,0,0,0,0,3,83,RANDOM
glengineer.agents.TemporaryGapAgent,class,0.892457897793264,85409,0.839979894396783,82222,0.052478003396481,3187,7,14,2,0,1,79,14,14,0,1,0,0,0,72,GA
visu.handball.moves.views.Field,class,0.878921254801536,101441,0.811554434261069,92358,0.067366820540467,9083,9,11,5,0,21,0,7,6,0,6,0,0,0,97,GA
com.allenstudio.ir.core.ConfigurationManager,class,0.722216601628366,69004,0.688986037147802,74792,0.033230564480564,-5788,3,19,4,0,28,25,9,5,2,5,3,4,8,193,RANDOM
mygrid.web.Dependency,class,0.90610382016632,75143,0.863157113157113,95866,0.042946707009207,-20723,7,18,1,0,9,19,10,10,3,5,0,1,0,108,RANDOM
net.sf.sugar.fspath.xpath.FSNamespaceContext,class,0.760416666666667,66737,0.760416666666667,24537,0,42200,0,7,1,0,1,6,4,4,0,0,0,0,0,52,GA
org.sourceforge.ifx.framework.complextype.ChkOrdSyncRs_Type,class,1,67368,0.94,74027,0.06,-6659,12,24,1,1,1,210,24,24,0,12,1,0,0,242,RANDOM
org.jcvi.jillion.internal.trace.chromat.abi.tag.AbstractTaggedDataRecord,class,0.651892191035475,76721,0.572133349521593,75396,0.079758841513882,1325,7,26,1,9,18,13,14,13,0,8,0,0,3,158,GA
Sound,class,0.75363514173998,66696,0.666492110040497,62509,0.087143031699483,4187,0,8,1,0,7,0,2,2,0,3,0,0,1,44,GA
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.SmallTabButton,class,0.626411782661783,86152,0.793023014721128,82582,-0.166611232059345,3570,1,16,6,0,29,33,10,8,0,3,0,1,2,118,GA
org.dom4j.tree.AbstractComment,class,0.904532967032967,88450,0.890894819466248,47380,0.013638147566719,41070,5,10,3,1,8,28,8,7,0,0,0,0,0,98,GA
fr.pingtimeout.jtail.gui.controller.ApplicationController,class,1,7667,1,5274,0,2393,0,1,1,0,0,0,1,1,1,0,0,0,0,30,GA
com.browsersoft.aacs.Person,class,0.852374253350816,172146,0.860403767239705,181043,-0.008029513888889,-8897,0,114,1,0,27,4183,94,91,0,28,0,4,3,483,RANDOM
org.sourceforge.ifx.framework.element.DevPtrSupply,class,1,3442,0.916666666666667,1574,0.083333333333333,1868,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
oasis.names.tc.ciq.xsdschema.xal._2.DependentLocalityType,class,0.962962962962963,87244,0.886118442022057,72385,0.076844520940906,14859,11,47,1,0,0,834,44,44,0,25,0,0,0,772,GA
fr.unice.gfarce.interGraph.SupprimeEtuAction,class,0.647058823529412,69191,0.435294117647059,74057,0.211764705882353,-4866,3,2,2,0,11,0,2,2,0,3,0,1,0,50,RANDOM
fr.pingtimeout.jtail.gui.controller.ScrollBarAdjustmentController,class,0.857142857142857,78690,0.571428571428571,79193,0.285714285714286,-503,2,2,1,0,3,0,2,2,0,2,0,0,1,45,RANDOM
com.sap.managementconsole.soap.axis.saphostcontrol.InstanceOptionsFlags,class,0.954545454545455,91338,0.912587412587412,34291,0.041958041958043,57047,7,13,1,0,6,39,11,10,5,17,14,16,2,84,GA
org.sourceforge.ifx.framework.complextype.RecChkOrdSyncRq_Type,class,1,9130,0.958333333333333,67851,0.041666666666667,-58721,10,20,1,1,1,136,20,20,0,10,1,0,0,206,RANDOM
org.sourceforge.ifx.framework.complextype.AcctTaxInfo_Type,class,1,19980,0.986111111111111,17486,0.013888888888889,2494,6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
org.sourceforge.ifx.framework.complextype.CCAcctTrnRec_Type,class,1,20574,0.958333333333333,15904,0.041666666666667,4670,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
org.quickserver.util.xmlreader.TrustStoreInfo,class,0.936607142857143,73438,0.916969009826153,13787,0.01963813303099,59651,0,20,1,0,8,28,9,9,0,4,0,0,0,126,GA
org.petsoar.actions.inventory.ListCategories,class,0.75668646285065,100140,0.644361288025476,97577,0.112325174825174,2563,4,11,2,0,7,3,7,7,0,3,0,0,0,84,GA
net.sf.xbus.technical.java.JavaSender,class,0.498086124401914,65820,0.235907951697425,65103,0.262178172704489,717,7,5,1,0,4,1,3,3,0,2,0,0,1,72,GA
org.sourceforge.ifx.framework.complextype.BankSvcProfInfo_Type,class,1,37822,0.93452380952381,21926,0.06547619047619,15896,10,20,1,1,1,136,20,20,0,10,1,0,0,206,GA
org.sourceforge.ifx.framework.element.DevIdcChipPower,class,1,3671,0.916666666666667,1659,0.083333333333333,2012,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.assembly.ca.asm.AsmFileContigDataStoreBuilder,class,0.887784679089027,71087,0.809032091097308,87799,0.078752587991719,-16712,11,17,1,0,6,11,6,5,1,4,0,0,6,84,RANDOM
Author,class,0.282467532467532,81560,0.20995670995671,80641,0.072510822510822,919,1,14,1,0,28,0,2,2,0,2,0,0,9,179,GA
org.petsoar.security.LoginFilter,class,0.98780487804878,71528,0.648332503733201,74461,0.339472374315579,-2933,7,8,1,0,14,1,3,3,0,4,1,1,0,70,RANDOM
net.virtualinfinity.atrobots.measures.RelativeAngle,class,0.900877192982456,74910,0.881704260651629,84644,0.019172932330827,-9734,2,35,2,0,14,168,28,20,4,7,2,3,19,129,RANDOM
org.saxpath.SAXPathException,class,1,17327,1,5954,0,11373,0,8,3,2,6,3,6,6,0,1,0,0,0,123,GA
MapMiniPane,class,1,22319,0.6,6314,0.4,16005,13,134,21,0,109,908,60,52,4,55,6,13,16,978,GA
simulator.util.Linear,class,0.984375,63841,0.934375,3283,0.05,60558,2,5,2,0,3,0,5,5,0,3,0,1,0,35,GA
org.sourceforge.ifx.basetypes.IFXObject,class,0.715961857379768,91663,0.673400852878465,83012,0.042561004501303,8651,2,37,1,1182,23,10,5,2,0,1,0,1,6,219,GA
dsachat.server.net.SecServer,class,0.545107632093934,64081,0.398490355046128,66463,0.146617277047806,-2382,6,18,2,0,34,4,8,7,0,7,0,0,5,183,RANDOM
de.huxhorn.lilith.swing.TabbedLoggingViewContainer,class,0.208333333333333,107850,0,96538,0.208333333333333,11312,6,3,7,0,4,3,3,2,0,0,0,0,0,40,GA
com.sap.managementconsole.soap.axis.saphostcontrol.holders.DatabaseStatusHolder,class,1,9922,1,7661,0,2261,1,2,1,0,0,1,2,2,0,1,1,0,0,25,GA
fps370.HudUpdater,class,0.85,72718,0.76,87897,0.09,-15179,76,120,8,0,117,377,34,29,0,64,0,3,13,1087,RANDOM
wheel.asm.ClassReader,class,0.370980001857125,210636,0.240059763175671,177214,0.130920238681454,33422,18,352,1,0,77,114,28,19,1,14,6,9,13,1924,GA
org.sourceforge.ifx.framework.complextype.CreditAddRs_Type,class,1,35155,0.931818181818182,83745,0.068181818181818,-48590,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
org.sourceforge.ifx.framework.element.CustSvcRec,class,1,3594,0.916666666666667,1857,0.083333333333333,1737,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.heal.servlet.admin.AdminAction,class,0.571354166666667,69055,0.571354166666667,69410,0,-355,6,3,1,0,9,1,2,2,0,0,0,0,0,33,RANDOM
org.sourceforge.ifx.framework.element.BankAcctFeatType,class,0.9375,62529,0.916666666666667,1545,0.020833333333333,60984,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.PassbkRevRq_Type,class,1,13650,0.927083333333333,24798,0.072916666666667,-11148,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
glengineer.agents.PreferredGapAgent,class,0.826431683784625,90355,0.815953742608154,86517,0.010477941176471,3838,8,17,2,0,2,120,16,16,0,0,0,0,0,87,GA
fr.pingtimeout.jtail.io.index.RamFileIndex,class,0.953084415584416,75022,0.712241924741925,28955,0.240842490842491,46067,2,12,1,0,9,4,9,9,0,2,0,0,0,88,GA
module.NetworkException,class,1,3464,1,1750,0,1714,0,2,3,0,0,1,2,2,0,0,0,0,0,15,GA
org.dom4j.tree.DefaultCDATA,class,0.9375,80399,0.928571428571429,18220,0.008928571428571,62179,2,7,5,1,0,15,7,7,0,1,0,0,0,98,GA
org.sourceforge.ifx.framework.complextype.CustMsgRec_Type,class,1,24165,0.976190476190476,40760,0.023809523809524,-16595,7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
org.sourceforge.ifx.framework.complextype.PmtRemitStatus_Type,class,1,5636,0.972222222222222,9773,0.027777777777778,-4137,6,12,1,2,1,36,12,12,0,6,1,0,0,134,RANDOM
de.huxhorn.lilith.swing.table.tooltips.ThrowableTooltipGenerator,class,0.573683261183261,83625,0.559794372294372,112429,0.013888888888889,-28804,4,5,1,0,5,0,1,1,0,0,0,0,0,51,RANDOM
macaw.presentationLayer.AlternativeVariableSelectionPanel,class,0.839337225274725,79032,0.821480082417582,70906,0.017857142857143,8126,4,13,1,0,21,0,9,5,0,7,0,0,3,159,GA
org.sourceforge.ifx.framework.element.DevCamStatusArea,class,1,3923,0.916666666666667,1514,0.083333333333333,2409,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
com.tivo.jipviewer.MethodRowTableModel,class,0.903771474918278,85117,0.734140784798858,87890,0.16963069011942,-2773,1,33,2,0,17,10,9,8,1,9,8,8,3,102,RANDOM
net.sf.xbus.protocol.records.RecordTypeTransformer,class,0.538690476190476,103508,0.520408163265306,82507,0.01828231292517,21001,6,3,2,0,5,1,2,2,0,0,0,0,1,67,GA
org.sourceforge.ifx.framework.element.ChkAcceptStatusModRq,class,1,4341,0.916666666666667,2227,0.083333333333333,2114,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
de.outstare.fortbattleplayer.gui.statistics.StatisticDiagramm,class,0.774994364071199,119214,0.813933077837894,127047,-0.038938713766695,-7833,16,26,5,2,42,110,17,5,1,9,0,2,4,257,RANDOM
de.paragon.explorer.gui.Warning,class,0.680555555555556,63336,0.740740740740741,66731,-0.060185185185185,-3395,1,3,1,0,2,3,3,2,2,0,0,0,1,37,RANDOM
org.sourceforge.ifx.framework.complextype.RecPmtSyncRs_Type,class,1,14324,0.942028985507246,68222,0.057971014492754,-53898,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
macaw.persistenceLayer.demo.InMemoryVariableFilter,class,0.937091503267974,79934,0.919730392156863,75221,0.017361111111111,4713,7,24,1,0,16,9,7,3,0,2,0,0,2,174,GA
org.jcvi.jillion.fasta.qual.CommentedQualityFastaRecord,class,1,17732,0.971428571428571,6454,0.028571428571429,11278,2,4,2,0,2,4,4,4,0,1,0,0,0,44,GA
net.sf.xbus.protocol.java.JavaTransformer,class,0.328804347826087,70569,0.126086956521739,67078,0.202717391304348,3491,4,7,1,0,13,10,5,1,0,0,0,0,4,77,GA
org.sourceforge.ifx.framework.element.ContactName,class,1,15564,0.916666666666667,1489,0.083333333333333,14075,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.StdPayeeInfo_Type,class,1,17706,0.955555555555556,6066,0.044444444444444,11640,6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
org.sourceforge.ifx.framework.element.ChkOrdAdviseRs,class,1,4278,0.916666666666667,2451,0.083333333333333,1827,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
net.sf.xbus.protocol.records.RecordTypeSerializer,class,0.136716842949997,108228,0.178358306323266,77293,-0.041641463373269,30935,10,119,2,0,42,66,12,3,1,2,0,2,10,837,GA
org.sourceforge.ifx.framework.complextype.RecPmtMsgRqInfo_Type,class,1,8137,0.976190476190476,15212,0.023809523809524,-7075,7,14,1,1,1,55,14,14,0,7,1,0,0,152,RANDOM
org.jcvi.jillion.core.residue.aa.UngappedAminoAcidSequence,class,0.934782608695652,73553,0.929347826086956,10496,0.005434782608696,63057,2,9,4,0,2,36,9,9,0,0,0,0,1,68,GA
org.merlot.fedsearch.wsdl.MerlotSearchLocator,class,0.166304347826087,77054,0,76661,0.166304347826087,393,6,24,2,0,13,77,15,15,0,3,0,0,0,118,GA
org.character.data.MalformedDataException,class,1,7289,1,6553,0,736,9,32,3,0,82,15,6,3,0,8,0,5,79,270,GA
org.petsoar.search.lucene.LuceneException,class,1,3116,1,5086,0,-1970,0,3,4,0,0,3,3,3,0,0,0,0,0,45,RANDOM
org.jcvi.jillion.assembly.clc.cas.DefaultCasAlignmentRegion,class,0.944932432432432,66579,0.944932432432432,74883,0,-8304,3,12,1,0,2,0,6,6,0,2,0,0,0,82,RANDOM
net.virtualinfinity.atrobots.computer.MultiplyInstruction,class,1,23063,0.952380952380952,17174,0.047619047619048,5889,1,2,3,0,0,1,2,1,0,0,0,0,0,14,GA
org.sourceforge.ifx.framework.complextype.CreditAuthInqRs_Type,class,1,85907,0.942028985507246,96361,0.057971014492754,-10454,18,36,1,1,1,528,36,36,0,18,1,0,0,350,RANDOM
org.sourceforge.ifx.framework.element.DepBkStyleId,class,1,41397,0.916666666666667,1664,0.083333333333333,39733,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
nu.staldal.lagoon.MyParser,class,0.899292502088555,72642,0.879555659983291,76636,0.019736842105264,-3994,5,26,1,0,19,9,6,4,1,1,0,0,3,179,RANDOM
org.dom4j.io.XMLWriter,class,0.137839670955285,78125,0.220543473528455,74606,-0.08270380257317,3519,22,294,2,1,139,2244,93,57,0,21,0,3,8,1544,GA
org.exolab.jms.net.RemoteServer,class,0.796875,75608,0.729166666666667,80072,0.067708333333333,-4464,3,6,1,0,13,1,2,2,1,0,0,0,4,110,RANDOM
com.sap.managementconsole.soap.axis.sapcontrol.GCInfo2,class,0.940053838226251,133175,0.858656132747851,137222,0.0813977054784,-4047,8,50,1,0,27,565,39,39,3,19,0,1,0,538,RANDOM
org.sourceforge.ifx.framework.element.DevCdmBinMedia,class,1,3614,0.916666666666667,1467,0.083333333333333,2147,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.XferModRs_Type,class,1,22960,0.964285714285714,70592,0.035714285714286,-47632,14,28,1,1,1,300,28,28,0,14,1,0,0,278,RANDOM
