TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RANDOM,TIME_RANDOM,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC,CLASS
nu.staldal.lagoon.producer.BatikFormatter,class,0.252522031539889,87768,0.210674529552081,87574,0.041847501987808,194,14,16,4,0,21,2,3,3,0,2,0,1,2,151,GA
org.sourceforge.ifx.framework.element.AppEffDt,class,1,2815,0.916666666666667,1585,0.083333333333333,1230,1,2,3,0,1,1,2,2,0,0,0,0,0,40,GA
org.quickserver.net.client.pool.PooledBlockingClient,class,0.950772072754831,83121,0.910112732095491,103129,0.04065934065934,-20008,5,32,1,0,23,120,21,19,0,9,0,0,7,156,RANDOM
Newzgrabber.SongList,class,0.856851073762839,96384,0.829258370014673,89869,0.027592703748166,6515,2,16,1,0,22,0,4,3,0,1,0,0,0,137,GA
org.sourceforge.ifx.framework.complextype.TerminalSPObjDelRq_Type,class,1,10733,0.958333333333333,4859,0.041666666666667,5874,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
ghm.follow.gui.FollowAppAction,class,0.918534080298786,83145,0.665999733226624,80491,0.252534347072162,2654,4,23,2,20,19,29,14,4,0,5,0,1,2,150,GA
de.huxhorn.lilith.debug.LogSkullRunnable,class,0.833333333333333,66398,0.722222222222222,65335,0.111111111111111,1063,3,3,2,0,3,1,2,2,0,1,0,0,0,60,GA
wheel.components.Link,class,0.80343137254902,81121,0.479313725490196,81304,0.324117647058824,-183,5,12,3,0,15,4,4,3,0,1,0,0,0,79,RANDOM
net.sf.sugar.scl.SCLParser,class,0.603711951359428,206027,0.593159507012492,148097,0.010552444346936,57930,30,130,9,0,65,689,43,32,0,100,62,89,3,1002,GA
org.sourceforge.ifx.framework.element.CustPayeeAudRq,class,1,3438,0.916666666666667,2111,0.083333333333333,1327,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.SecObjDelRs_Type,class,1,9303,0.976190476190476,7506,0.023809523809524,1797,7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
com.sap.managementconsole.soap.axis.sapcontrol.J2EEThread,class,0.936369275664292,135102,0.820684623829368,105734,0.115684651834924,29368,8,52,1,0,23,382,33,33,3,16,0,1,0,497,GA
dash.examples.component.SpecializedTestComponent,class,1,9925,1,5222,0,4703,1,0,2,0,0,0,0,0,0,0,0,0,0,18,GA
org.sourceforge.ifx.framework.complextype.PersonInfo_Type,class,1,34642,0.929078014184397,72972,0.070921985815603,-38330,19,38,1,1,1,595,38,38,0,19,1,0,0,368,RANDOM
org.sourceforge.ifx.framework.element.CCAcctTrnRevRq,class,1,3548,0.916666666666667,2141,0.083333333333333,1407,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.DepAppInqRq_Type,class,1,14803,0.96875,11697,0.03125,3106,7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
com.lts.application.bundles.FormatError,class,1,32454,0.926547137073453,16268,0.073452862926547,16186,0,11,1,0,0,9,11,11,0,7,2,2,0,105,GA
org.sourceforge.ifx.framework.complextype.MediaAcctAdjAddRs_Type,class,1,11628,0.96969696969697,71899,0.03030303030303,-60271,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
org.jcvi.jillion.assembly.util.DefaultCoverageRegion,class,0.785351368480324,73384,0.609327258536119,79056,0.176024109944205,-5672,8,40,1,0,27,0,23,20,0,6,0,0,1,209,RANDOM
org.jcvi.jillion.fasta.pos.PositionFastaRecord,class,0.939511494252874,76333,0.911733716475096,71299,0.027777777777778,5034,4,12,1,0,5,2,8,8,0,3,0,0,2,90,GA
org.heal.module.oai.provider.verb.Identify,class,0.788333333333333,76708,0.545535714285714,72689,0.242797619047619,4019,4,7,2,0,25,6,4,2,0,0,0,0,10,67,GA
net.sourceforge.squirrel_sql.client.SquirrelAppender,class,0.836309523809524,81952,0.726190476190476,79438,0.110119047619048,2514,3,3,2,0,3,1,2,1,1,0,0,0,1,55,GA
module.ModuleSubscriptionException,class,1,24648,1,9739,0,14909,1,5,3,0,0,10,5,0,0,0,0,0,0,28,GA
net.sourceforge.schemaspy.view.HtmlTablePage,class,0.277058807305046,66531,0.169344936831322,67620,0.107713870473724,-1089,12,84,2,0,109,91,14,4,1,3,0,1,19,493,RANDOM
com.sap.netweaver.porta.core.DeployResultStatus,enum,0.861458333333333,67719,0.840625,63827,0.020833333333333,3892,1,5,1,0,2,0,3,2,1,1,0,0,1,55,GA
com.sap.managementconsole.soap.axis.sapcontrol.WorkProcess,class,0.942719781599456,131330,0.859800708316395,110562,0.082919073283061,20768,7,56,1,0,23,500,37,37,3,18,0,1,0,552,GA
org.sourceforge.ifx.framework.complextype.PartyAcctRelInqRq_Type,class,1,16586,0.962121212121212,71306,0.037878787878788,-54720,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
org.sourceforge.ifx.framework.element.CreditId,class,1,33965,0.916666666666667,1488,0.083333333333333,32477,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
net.sf.xbus.protocol.bytearraylist.Stream2ByteArrayListTransformer,class,0.583333333333333,64421,0.533333333333333,63944,0.05,477,5,1,1,0,2,0,1,1,0,0,0,0,2,33,GA
net.sf.xbus.base.core.reflection.ReflectionSupport,class,0.270240835464621,74818,0.234897089270491,65715,0.03534374619413,9103,2,22,1,0,16,6,4,4,4,0,0,0,8,247,GA
org.sourceforge.ifx.framework.complextype.CustPayeeDelRq_Type,class,1,25390,0.976190476190476,19496,0.023809523809524,5894,7,14,1,1,1,55,14,14,0,7,1,0,0,152,GA
org.sourceforge.ifx.framework.complextype.DebitAuthRevRq_Type,class,1,16400,0.947916666666667,73588,0.052083333333333,-57188,8,16,1,1,1,78,16,16,0,8,1,0,0,170,RANDOM
nu.staldal.lagoon.util.Wildcard,class,0.974919871794872,75743,0.936191239316239,71764,0.038728632478633,3979,0,10,1,0,9,6,4,3,3,0,0,0,0,114,GA
com.lts.caloriecount.app.CalorieCountException,class,1,5923,0.777777777777778,4572,0.222222222222222,1351,1,3,3,0,2,3,3,2,0,1,0,0,0,26,GA
net.virtualinfinity.atrobots.snapshots.ArenaObjectSnapshot,class,0.988636363636364,71449,0.629148629148629,32993,0.359487734487735,38456,2,11,1,6,4,49,11,11,0,3,0,0,0,41,GA
macaw.presentationLayer.SourceVariableEditor,class,0.65125,88223,0.565535714285714,82603,0.085714285714286,5620,18,17,1,0,25,10,13,12,0,13,0,0,1,191,GA
de.outstare.fortbattleplayer.gui.CopyAction,class,1,12413,1,11954,0,459,0,2,1,0,1,0,2,1,0,1,0,0,0,45,GA
org.sourceforge.ifx.framework.complextype.DepAppAudRq_Type,class,1,14096,0.975,29676,0.025,-15580,9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
de.huxhorn.lilith.swing.table.renderer.LevelRenderer,class,0.724133506830628,96770,0.656477815712573,146168,0.067655691118055,-49398,7,18,1,0,21,0,2,2,0,1,0,0,1,113,RANDOM
org.exolab.jms.tools.db.Attribute,class,0.921266233766234,97598,0.872835497835498,100078,0.048430735930736,-2480,3,23,1,0,4,203,22,22,1,8,0,0,0,258,RANDOM
de.outstare.fortbattleplayer.logging.BackupLogLevels,class,1,4869,1,6068,0,-1199,1,2,2,0,3,0,2,1,0,1,0,0,0,30,RANDOM
net.sf.xbus.protocol.simple.Text2StreamTransformer,class,0.364583333333333,68866,0.319444444444444,66436,0.045138888888889,2430,5,3,1,0,5,0,1,1,0,0,0,0,1,56,GA
org.sourceforge.ifx.framework.complextype.MediaBal_Type,class,1,15153,0.952380952380952,8011,0.047619047619048,7142,3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
org.heal.util.DateTools,class,0.985133928571429,76881,0.952935016111708,71414,0.032198912459721,5467,0,18,1,0,4,19,7,6,6,3,2,3,0,128,GA
org.quickserver.util.logging.SimpleTextFormatter,class,0.95,75652,0.93588850174216,73063,0.01411149825784,2589,0,8,2,0,24,1,3,3,0,3,0,0,3,82,GA
lotus.core.effect.ChangePhase,class,1,3423,1,4951,0,-1528,2,2,2,0,0,1,2,2,0,1,1,0,0,16,RANDOM
com.sap.managementconsole.soap.axis.sapcontrol.SAPControl_BindingStub,class,0.240376435694496,240766,0.281693589740523,286875,-0.041317154046027,-46109,53,368,2,0,51,0,75,67,7,5,0,1,7,3554,RANDOM
org.sourceforge.ifx.framework.complextype.DebitAuthInqRq_Type,class,1,39801,0.952991452991453,79305,0.047008547008547,-39504,15,30,1,1,1,351,30,30,0,15,1,0,0,296,RANDOM
com.allenstudio.ir.event.NoteListDataEvent,class,0.947916666666667,63813,0.916666666666667,5444,0.03125,58369,0,3,1,0,0,1,3,3,0,5,3,3,0,61,GA
net.sf.jniinchi.INCHI_OPTION,enum,0.941526610644257,66734,0.627050820328131,8302,0.314475790316126,58432,1,3,1,0,3,0,1,1,1,0,0,0,1,127,GA
fr.pingtimeout.jtail.gui.message.UIMessage,enum,0.8,68019,0.1,64222,0.7,3797,0,1,1,0,0,0,1,0,0,1,1,0,0,78,GA
com.sap.netweaver.porta.core.AuthenticationRefusedException,class,1,7150,1,5370,0,1780,0,4,3,0,0,6,4,4,0,1,0,1,0,58,GA
org.heal.module.oai.provider.nsdl_dc.NSDL_DCMetadataFormat,class,0.9375,69053,0.928571428571429,5294,0.008928571428571,63759,3,6,1,0,0,13,6,6,0,1,0,0,0,47,GA
simulator.SA.GaussGenerator,class,0.989130434782608,68486,0.956521739130435,10004,0.032608695652173,58482,2,2,1,0,4,0,2,0,0,4,0,0,1,26,GA
org.sourceforge.ifx.framework.element.DevSiuRedLed,class,1,3722,0.916666666666667,1632,0.083333333333333,2090,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
net.virtualinfinity.atrobots.arenaobjects.ArenaObject,class,0.815340909090909,97504,0.750710227272727,81397,0.064630681818182,16107,9,13,1,3,10,50,13,9,0,6,0,0,0,98,GA
jahuwaldt.plot.RTriangle1Symbol,class,1,36997,0.998917748917749,25403,0.001082251082251,11594,2,3,3,0,1,1,2,1,0,1,0,1,0,65,GA
de.huxhorn.lilith.elementprocessors.LoggingEventLoggerNameProcessor,class,0.987068965517241,74315,0.982758620689655,77405,0.004310344827586,-3090,5,17,1,0,7,0,5,4,0,1,0,0,0,99,RANDOM
org.character.data.map.TXTMapPersistence,class,0.966379310344828,81157,0.903346855983773,78816,0.063032454361055,2341,2,11,1,0,16,0,4,4,0,2,0,1,1,68,GA
src.Vassals,class,0.963541666666667,71621,0.886904761904762,67866,0.076636904761905,3755,2,12,1,0,5,50,12,12,0,5,0,1,0,76,GA
net.sourceforge.schemaspy.model.ProcessExecutionException,class,1,11439,1,6056,0,5383,0,3,4,0,1,3,3,3,0,1,0,1,0,53,GA
de.huxhorn.lilith.debug.LogStuffWithMdcRunnable,class,1,71771,1,12493,0,59278,2,2,3,0,3,1,2,2,0,0,0,0,0,35,GA
com.mentorgen.tools.profile.output.Math,class,1,8754,1,7709,0,1045,0,2,1,0,0,1,2,2,2,0,0,0,0,9,GA
com.browsersoft.openhre.hl7.impl.config.DOMUtils,class,0.521442687747035,146735,0.632806324110672,92556,-0.111363636363637,54179,6,8,1,0,11,6,4,4,4,0,0,0,0,69,GA
simulator.SA.gui.ProgressGui,class,0.831057999755621,210947,0.729610994109502,175557,0.101447005646119,35390,16,30,7,0,59,72,15,14,0,30,0,2,14,232,GA
com.google.earth.kml._2.PlacemarkType,class,1,14079,1,61087,0,-47008,2,8,1,0,0,20,8,8,0,4,0,0,0,136,RANDOM
org.jcvi.jillion.core.qual.trim.BwaQualityTrimmer,class,0.837606837606838,84827,0.910968660968661,92284,-0.073361823361823,-7457,6,5,1,0,7,0,2,2,0,1,0,0,0,83,RANDOM
fr.unice.gfarce.interGraph.SupprFormationAction,class,0.675,72238,0.693333333333333,70881,-0.018333333333333,1357,4,2,2,0,6,0,2,2,0,4,0,1,0,38,GA
org.sourceforge.ifx.framework.complextype.ForExDealInqRs_Type,class,1,22296,0.955128205128205,68986,0.044871794871795,-46690,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
gui.ModuleBrowserDialog,class,0.277777777777778,82028,0.37037037037037,69335,-0.092592592592592,12693,22,103,30,0,122,833,46,28,1,31,0,0,16,827,GA
org.sourceforge.ifx.framework.complextype.CCAcctStmtMsgRqInfo_Type,class,1,11764,0.958333333333333,9153,0.041666666666667,2611,2,4,1,1,1,0,4,4,0,2,1,0,0,62,GA
org.sourceforge.ifx.framework.complextype.DevPtrSupply_Type,class,1,8102,0.972222222222222,8439,0.027777777777778,-337,3,6,1,1,1,3,6,6,0,3,1,0,0,80,RANDOM
org.heal.module.oai.heal.HEALNSDLQDCRecordAdapter,class,0.599630825347278,137762,0.578878341102216,102446,0.020752484245062,35316,17,95,1,0,57,2140,68,68,0,2,0,0,33,588,GA
sbmlreader2.SBMLReaderPlugin2,class,0.333333333333333,99670,0.416666666666667,88218,-0.083333333333334,11452,5,6,3,0,13,3,3,3,0,1,1,1,6,104,GA
org.javathena.core.data.Point,class,1,11895,1,10737,0,1158,0,7,1,0,0,3,7,7,0,3,0,0,0,37,GA
org.sourceforge.ifx.framework.complextype.ForExDealAudRq_Type,class,1,14436,0.956140350877193,19782,0.043859649122807,-5346,9,18,1,1,1,105,18,18,0,9,1,0,0,188,RANDOM
de.huxhorn.lilith.swing.filefilters.DirectoryFilter,class,1,8096,1,8469,0,-373,0,1,1,0,1,0,1,1,0,0,0,0,0,28,RANDOM
org.dom4j.tree.SingleIterator,class,0.9375,68500,0.6875,5877,0.25,62623,1,4,1,0,0,2,4,4,0,2,0,0,0,73,GA
net.virtualinfinity.atrobots.interrupts.CopyMemoryCellsInterrupt,class,0.993055555555556,72049,0.849206349206349,21135,0.143849206349207,50914,2,3,2,0,2,0,2,2,0,1,0,0,0,17,GA
visu.handball.moves.model.PassEvent,class,0.880821042139173,85965,0.792338529101599,76155,0.088482513037574,9810,4,30,2,0,10,0,7,7,0,3,0,1,0,106,GA
de.paragon.explorer.gui.ObjectCopyDialog,class,0.21627114020731,72196,0.075541007455901,90063,0.140730132751409,-17867,2,33,6,0,37,159,18,10,1,8,0,2,2,315,RANDOM
br.com.jnfe.base.ProcEmi,enum,0.828125,68737,0.770833333333333,68064,0.057291666666667,673,0,2,1,0,0,0,2,1,0,1,0,0,0,50,GA
org.sourceforge.ifx.framework.complextype.XferInqRq_Type,class,1,35766,0.923976608187135,73186,0.076023391812865,-37420,21,42,1,1,1,741,42,42,0,21,1,0,0,404,RANDOM
org.sourceforge.ifx.framework.complextype.BankSvcRq_Type,class,0.926274944567628,203041,0.892091648189209,187234,0.034183296378419,15807,152,304,1,1,1,45150,304,304,0,152,1,0,0,2762,GA
org.heal.tag.TruncateStringTag,class,0.85475768321513,65976,0.70145221209051,70959,0.15330547112462,-4983,1,8,2,0,6,0,5,5,0,4,2,2,2,41,RANDOM
org.dom4j.tree.NamespaceStack,class,0.570830301877643,107290,0.489585220143169,97325,0.081245081734474,9965,3,63,1,0,32,150,25,19,0,6,0,0,1,404,GA
com.lts.application.checkpoint.CheckPointService,class,0.800412087912088,76650,0.807356532356532,97162,-0.006944444444444,-20512,4,13,3,0,8,43,10,4,4,2,0,1,5,69,RANDOM
org.sourceforge.ifx.framework.complextype.CreditMediaCashInfo_Type,class,1,28039,0.958333333333333,11876,0.041666666666667,16163,4,8,1,1,1,10,8,8,0,4,1,0,0,98,GA
org.jcvi.jillion.core.util.MapUtil,class,0.880952380952381,67676,0.627275910364146,63470,0.253676470588235,4206,0,4,1,0,0,1,2,1,1,1,0,1,0,60,GA
de.huxhorn.lilith.swing.filefilters.PngFileFilter,class,0.904861111111111,66932,0.904861111111111,68329,0,-1397,0,2,2,0,5,1,2,2,0,0,0,0,0,32,RANDOM
mygrid.JobProcessor,class,0.140333850931677,67952,0.081780538302278,85639,0.058553312629399,-17687,6,11,1,0,12,15,7,5,2,2,0,1,1,86,RANDOM
net.sf.xbus.technical.as400.AS400LineReader,class,0.303125,80406,0.364285714285714,73239,-0.061160714285714,7167,13,13,1,0,14,0,4,4,0,5,0,0,3,154,GA
glengineer.agents.GroupAgent,class,0.637509596601082,104620,0.468129331085798,95879,0.169380265515284,8741,12,82,2,2,48,156,33,28,0,3,0,0,1,467,GA
org.heal.module.oai.heal.HEALRecord,class,0.962475633528265,81610,0.920077972709552,72569,0.042397660818713,9041,10,14,1,0,3,14,9,9,0,4,0,0,0,98,GA
util.TaintedByteArrayOutputStream,class,0.958333333333333,64216,0.904761904761905,1876,0.053571428571428,62340,1,3,3,0,0,3,3,3,0,0,0,0,0,13,GA
org.dom4j.tree.BaseElement,class,0.930565433854908,97644,0.846868014631172,100010,0.083697419223736,-2366,11,29,4,1,11,90,17,13,0,4,0,0,0,162,RANDOM
org.petsoar.actions.inventory.ViewPet,class,0.648015873015873,91874,0.62718253968254,83901,0.020833333333333,7973,1,4,3,1,2,0,3,3,0,1,0,0,0,48,GA
ghm.follow.font.InvalidFontException,class,1,12840,1,6193,0,6647,0,1,3,4,0,0,1,1,0,0,0,0,0,9,GA
org.sourceforge.ifx.framework.element.CustAuthModRq,class,1,3565,0.916666666666667,2249,0.083333333333333,1316,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.DevCimIntermediateStacker,class,1,16373,0.916666666666667,1659,0.083333333333333,14714,1,2,4,0,1,1,2,2,0,0,0,0,0,40,GA
uk.me.jockmacmad.jstate.state.IntegerGreaterThanGuardCondition,class,0.9765625,65782,0.8890625,69644,0.0875,-3862,2,6,1,0,4,0,4,3,0,1,0,0,0,57,RANDOM
br.com.jnfe.base.Orig,enum,0.859375,69304,0.798469387755102,65975,0.060905612244898,3329,0,4,1,0,0,0,4,3,0,3,0,0,0,60,GA
dsachat.share.hero.Spell,class,1,2181,0.833333333333333,1378,0.166666666666667,803,1,1,2,0,0,0,1,1,0,1,0,1,0,22,GA
de.outstare.fortbattleplayer.gui.LogPanel,class,0.718055555555556,82303,0.223611111111111,77158,0.494444444444445,5145,6,9,7,0,21,7,7,3,0,6,0,1,4,151,GA
net.sf.xbus.technical.mail.POP3XMLReceiverThread,class,0.739783653846154,72002,0.70260989010989,77706,0.037173763736264,-5704,4,8,2,1,9,16,8,2,0,1,0,0,0,87,RANDOM
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.WidgetAdapter,class,1,20818,1,18875,0,1943,2,7,1,0,0,21,7,7,0,0,0,0,0,25,GA
org.quickserver.util.xmlreader.ClientDataObjectPoolConfig,class,0.916666666666667,67411,0.904761904761905,5726,0.011904761904762,61685,1,4,2,0,9,3,3,3,0,0,0,0,0,42,GA
org.sourceforge.ifx.framework.complextype.ChkOrdMsgRqInfo_Type,class,1,24055,1,26879,0,-2824,6,12,1,1,1,36,12,12,0,6,1,0,0,134,RANDOM
net.sf.xisemele.exception.XisemeleIOException,class,0.9375,68735,0.916666666666667,66151,0.020833333333333,2584,1,1,5,0,1,0,1,1,0,1,0,1,0,26,GA
net.sourceforge.squirrel_sql.client.gui.session.ToolsPopupCompletionInfo,class,0.921665129805646,133183,0.884850688040857,98402,0.036814441764789,34781,2,15,2,0,8,8,9,7,0,4,0,0,0,72,GA
com.allenstudio.ir.util.XmlElement,class,0.897630483711759,205946,0.826432802139944,149590,0.071197681571815,56356,1,72,2,0,45,106,36,35,1,5,0,0,1,583,GA
br.com.jnfe.base.service.LoggingFaultMessageResolver,class,0.916666666666667,80338,0.888888888888889,80122,0.027777777777778,216,8,2,1,0,9,0,1,1,0,1,1,1,1,47,GA
org.sourceforge.ifx.framework.element.ChkIssueRec,class,1,5839,0.916666666666667,1780,0.083333333333333,4059,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.jcvi.jillion.internal.core.io.RandomAccessFileInputStream,class,0.973731884057971,72121,0.816470718722271,70667,0.1572611653357,1454,1,18,2,0,8,0,7,6,0,4,0,0,2,165,GA
com.sap.netweaver.porta.core.nw7.CoreModuleImpl,class,0.704861111111111,88155,0.564814814814815,76291,0.140046296296296,11864,2,6,1,2,2,10,5,2,0,3,0,0,0,33,GA
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.docktabdesktop.TabHandle,class,0.817114400584795,111707,0.698078529657477,87582,0.119035870927318,24125,6,29,1,0,17,72,20,20,0,5,0,0,0,132,GA
org.sourceforge.ifx.framework.complextype.BillPmtStatus_Type,class,1,17775,0.944444444444444,11213,0.055555555555556,6562,6,12,1,1,1,36,12,12,0,6,1,0,0,134,GA
net.sourceforge.squirrel_sql.client.gui.db.AliasWindowManager,class,0.747727272727273,93438,0.535064935064935,81065,0.212662337662338,12373,7,10,1,0,8,3,5,5,0,3,0,1,2,119,GA
org.dom4j.tree.AbstractDocument,class,0.857905085110967,133350,0.767045617780912,114653,0.090859467330055,18697,15,40,3,1,40,345,27,22,0,1,0,0,0,247,GA
org.exolab.jms.tools.migration.proxy.Consumer,class,0.964285714285714,74805,0.946428571428571,74025,0.017857142857143,780,2,11,1,0,5,14,8,7,0,4,0,0,0,154,GA
com.browsersoft.openhre.hl7.Convertor,class,0.851884700665188,70687,0.735846267553585,73301,0.116038433111603,-2614,9,9,1,0,16,3,3,3,1,0,0,0,0,88,RANDOM
com.werken.saxpath.DefaultXPathHandler,class,0.9375,74867,0.916666666666667,84528,0.020833333333333,-9661,2,45,1,0,0,990,45,45,1,1,0,1,0,210,RANDOM
org.templateit.StaticTemplate,class,0.571171026647559,105385,0.339351350362724,95260,0.231819676284835,10125,8,39,2,0,35,224,24,19,0,5,0,0,0,244,GA
org.sourceforge.ifx.framework.complextype.AcctInqRs_Type,class,1,96771,0.952830188679245,103384,0.047169811320755,-6613,23,46,1,1,1,903,46,46,0,23,1,0,0,440,RANDOM
org.sourceforge.ifx.framework.complextype.SelRangeChkNum_Type,class,1,13611,0.944444444444444,2801,0.055555555555556,10810,3,6,1,1,1,3,6,6,0,3,1,0,0,80,GA
umd.cs.shop.JSJshopNode,class,0.801240667545015,78723,0.655997866867432,76902,0.145242800677583,1821,3,14,1,0,15,0,7,4,0,2,0,0,6,96,GA
org.sourceforge.ifx.framework.element.AcctTaxInfo,class,1,6275,1,2441,0,3834,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.complextype.PostingSessionStatus_Type,class,1,10657,0.966666666666667,5068,0.033333333333333,5589,5,10,1,1,1,21,10,10,0,5,1,0,0,116,GA
org.dom4j.datatype.DatatypeElement,class,0.800994897959184,110505,0.773456632653061,87925,0.027538265306123,22580,9,23,5,0,23,80,16,13,0,2,0,0,0,179,GA
nu.staldal.lagoon.producer.MyOutputStream,class,0.75,77373,0.914814814814815,70095,-0.164814814814815,7278,10,40,6,0,27,0,13,9,0,11,0,0,1,252,GA
org.sourceforge.ifx.framework.complextype.CreditAuthStatusModRs_Type,class,1,24066,0.939393939393939,73666,0.060606060606061,-49600,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
org.sourceforge.ifx.framework.complextype.CustAddRs_Type,class,1,31884,0.954545454545455,86743,0.045454545454545,-54859,11,22,1,1,1,171,22,22,0,11,1,0,0,224,RANDOM
org.sourceforge.ifx.framework.complextype.RemitModRs_Type,class,1,28755,0.961538461538462,70071,0.038461538461538,-41316,13,26,1,1,1,253,26,26,0,13,1,0,0,260,RANDOM
com.lts.application.swing.SimpleApplicationAction,class,0,65096,0,61803,0,3293,0,3,1,0,2,1,2,2,0,0,0,0,1,19,GA
org.sourceforge.ifx.framework.complextype.DepAcctTrnInqRq_Type,class,1,36486,0.9625,81593,0.0375,-45107,17,34,1,1,1,465,34,34,0,17,1,0,0,332,RANDOM
org.sourceforge.ifx.framework.element.DeliveryInstruction,class,1,3286,0.916666666666667,1526,0.083333333333333,1760,1,2,5,0,1,1,2,2,0,0,0,0,0,40,GA
com.sap.netweaver.porta.ide.eclipse.SapNWPlugin,class,0.686028257456829,89289,0.559959881388453,76290,0.126068376068376,12999,7,12,2,0,15,43,10,9,7,3,2,3,5,71,GA
geo.google.mapping.FunctionChain,class,0.911611519607843,90095,0.856055964052288,93650,0.055555555555555,-3555,3,15,1,0,6,0,10,9,1,2,0,0,0,86,RANDOM
com.sap.netweaver.porta.ide.eclipse.server.control.SapNWLaunchConfigurationTabGroup,class,0,97586,1,98569,-1,-983,6,1,2,0,2,0,1,1,0,0,0,0,0,27,RANDOM
ghm.follow.gui.Close,class,0.854166666666667,244796,0.566666666666667,76661,0.2875,168135,2,2,3,0,3,1,2,2,0,1,1,1,3,40,GA
gui.WorldGLPanel,class,0.430555555555556,88267,0.361111111111111,70022,0.069444444444445,18245,3,3,5,0,2,0,3,3,0,3,0,0,0,56,GA
glengineer.agents.settings.Sizes,class,0.916666666666667,68353,0.904761904761905,2884,0.011904761904762,65469,0,4,1,0,0,4,4,4,0,3,3,0,0,26,GA
com.mytdev.resources4j.impl.ChildResources,class,0,67107,0,63527,0,3580,2,4,2,0,2,0,2,1,0,1,0,0,0,41,GA
net.virtualinfinity.atrobots.arenaobjects.CollidableArenaObject,class,0.875,88353,1,12819,-0.125,75534,2,1,1,3,0,0,1,1,0,0,0,0,0,10,GA
net.sourceforge.squirrel_sql.fw.xml.XMLObjectCache,class,0,8,0,8,0,0,12,23,1,0,23,17,14,14,0,2,0,1,1,301,RANDOM
jaw.gui.AddEntidade,class,0.3125,81880,0.5,78761,-0.1875,3119,2,11,6,0,50,15,5,2,0,12,0,0,1,164,GA
net.sourceforge.schemaspy.view.HtmlTableDiagrammer,class,0.525793650793651,65054,0.458049886621315,64628,0.067743764172336,426,5,9,3,0,12,3,3,2,1,1,0,1,3,80,GA
org.dom4j.swing.DocumentTreeModel,class,0.8875,94659,0.871428571428571,28798,0.016071428571429,65861,2,3,2,0,1,0,3,3,0,1,0,0,0,86,GA
com.lts.application.swing.error.StackTracePanel,class,0.525142539285218,67590,0.525142539285218,74923,0,-7333,3,10,6,0,25,28,7,3,3,0,0,0,7,101,RANDOM
com.sap.netweaver.porta.ide.eclipse.server.control.AuthCallback,class,0.263314536340852,74059,0.239706408879341,69023,0.023608127461511,5036,9,14,1,0,9,0,6,5,0,5,0,0,0,89,GA
net.sf.jniinchi.Main,class,0.701998962575886,103232,0.681508235354389,89535,0.020490727221497,13697,10,10,1,0,22,3,3,3,3,0,0,0,7,122,GA
org.sourceforge.ifx.framework.element.CardPrefAddRs,class,1,3936,0.916666666666667,2387,0.083333333333333,1549,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
org.sourceforge.ifx.framework.element.ChksumStatusModRs,class,1,3668,0.916666666666667,2244,0.083333333333333,1424,1,2,2,0,1,1,2,2,0,0,0,0,0,40,GA
macaw.presentationLayer.VariableEditor,class,0.13189668062201,84821,0.055098684210526,73893,0.076797996411484,10928,22,39,1,2,106,69,23,6,0,44,0,0,30,619,GA
ipac.IPv4,class,0.537750227617044,92793,0.474006439587313,75217,0.063743788029731,17576,1,142,5,0,88,939,28,3,0,17,0,0,30,1111,GA
org.jcvi.jillion.core.residue.aa.CompactAminoAcidSequence,class,1,14900,0.916666666666667,5076,0.083333333333333,9824,2,2,3,1,1,1,2,2,0,0,0,0,1,39,GA
net.sourceforge.squirrel_sql.client.gui.db.AliasesListModel,class,0.626732557332686,92252,0.574582364778129,90429,0.052150192554557,1823,8,17,4,0,19,34,9,6,0,2,0,1,1,147,GA
de.huxhorn.lilith.swing.ColorIcon,class,0.818939393939394,158898,0.607359307359307,156145,0.211580086580087,2753,0,5,1,0,2,0,5,5,0,2,0,0,0,48,GA
