TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RAND,TIME_RAND,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC
fr.pingtimeout.jtail.gui.message.MessageHandler,class,0.645833333333333,69416,0.694444444444444,70061,-0.048611111111111,0.990793736886428,0,1,1,1,1,0,1,1,1,0,0,0,1,46
de.huxhorn.lilith.services.sender.LoggingEventSender,class,0.9,115153,0.866666666666667,58867,0.033333333333333,1.95615540115854,6,4,2,0,2,0,2,2,0,2,1,1,0,43
org.sourceforge.ifx.framework.element.DepAppStatusCode,class,0.9375,62425,0.916666666666667,1555,0.020833333333333,40.1446945337621,1,2,5,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.SvcAcctDelRq_Type,class,1,8028,0.976190476190476,19379,0.023809523809524,0.414262861860777,7,14,1,1,1,55,14,14,0,7,1,0,0,152
org.jcvi.jillion.core.io.IOUtil,class,0.752560987789895,206636,0.687548090765429,149203,0.065012897024466,1.38493193836585,5,139,1,0,66,2060,65,61,64,4,2,4,35,925
net.sourceforge.squirrel_sql.client.gui.AboutBoxDialog,class,0.267320314558122,85195,0.18066951031992,84282,0.086650804238202,1.0108326807622,16,44,27,0,92,111,17,3,1,19,0,9,23,473
com.soops.CEN4010.JMCA.JParser.parseTest.JMCAParserTestFrame,class,0.4375,72305,0.625,76008,-0.1875,0.95128144405852,0,3,6,0,6,0,2,1,0,3,0,0,0,35
glengineer.blocks.CharTable,class,0.826503066911867,180959,0.616072343792355,120449,0.210430723119512,1.50237029780239,6,76,1,2,30,411,38,25,3,6,6,2,3,417
gui.GUIFrame,class,0.262400793650794,95684,0.274801587301587,69610,-0.012400793650793,1.3745726188766,14,28,7,0,51,0,15,14,0,10,0,0,13,285
lotus.core.effect.DrawCard,class,1,5930,1,9720,0,0.610082304526749,3,3,2,0,3,0,2,2,0,1,1,0,0,26
net.sf.gaeappmanager.google.appengine.Main,class,0.707674982674983,83493,0.576899976899977,79642,0.130775005775006,1.04835388362924,2,7,1,0,18,3,3,1,3,0,0,0,3,53
org.sourceforge.ifx.framework.complextype.PmtAuthModRq_Type,class,1,12064,0.952380952380952,20344,0.047619047619048,0.593000393236335,7,14,1,1,1,55,14,14,0,7,1,0,0,152
net.sourceforge.squirrel_sql.client.gui.SessionWindowsHolder,class,0.92156862745098,109106,0.864945978391357,92645,0.056622649059623,1.17767823411949,2,14,1,0,17,0,6,6,0,3,0,0,0,119
org.sourceforge.ifx.framework.complextype.StopChkAddRs_Type,class,1,16687,0.95959595959596,71574,0.04040404040404,0.233143320200073,15,30,1,1,1,351,30,30,0,15,1,0,0,296
umd.cs.shop.JSReduction,class,0.869791666666667,74862,0.81547619047619,72006,0.054315476190477,1.03966336138655,2,5,1,0,2,0,5,3,0,2,0,0,0,32
org.sourceforge.ifx.framework.element.CompletedPmtCount,class,0.9375,62393,0.916666666666667,1613,0.020833333333333,38.6813391196528,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.jcvi.jillion.assembly.clc.cas.consed.ChromatDirFastaConsedPhdAdaptedIterator,class,0.80254329004329,89845,0.732591218305504,83475,0.069952071737786,1.07631027253669,9,8,3,0,13,8,5,1,0,1,0,0,0,103
map.PathNotFoundException,class,1,10169,1,1787,0,5.69054280917739,0,2,3,0,0,1,2,2,0,0,0,0,0,14
oasis.names.tc.ciq.xsdschema.xal._2.PremiseNumberSuffix,class,0.972222222222222,71360,0.968253968253968,13740,0.003968253968254,5.19359534206696,0,9,1,0,0,28,9,9,0,5,0,0,0,163
org.sourceforge.ifx.framework.complextype.TerminalSPObjStatus_Type,class,1,5267,0.958333333333333,7030,0.041666666666667,0.749217638691323,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.sourceforge.ifx.framework.complextype.PmtMsgRqInfo_Type,class,1,12072,0.979166666666667,37665,0.020833333333333,0.320509757068897,8,16,1,1,1,78,16,16,0,8,1,0,0,170
com.jchapman.jipsnapman.JIPSnapManFrame,class,0.375,79188,0.5,79250,-0.125,0.999217665615142,4,2,2,0,11,1,2,1,0,0,0,0,0,57
br.com.jnfe.base.TpImp,enum,0.828125,68921,0.770833333333333,66704,0.057291666666667,1.03323638762293,0,2,1,0,0,0,2,1,0,1,0,0,0,40
org.sourceforge.ifx.framework.complextype.CustSvcInfo_Type,class,1,15366,0.972222222222222,9285,0.027777777777778,1.65492730210016,3,6,1,1,1,3,6,6,0,3,1,0,0,80
org.sourceforge.ifx.framework.complextype.TerminalSPObjInqRq_Type,class,1,18698,0.935897435897436,7697,0.064102564102564,2.42925815252696,10,20,1,1,1,136,20,20,0,10,1,0,0,206
org.fixsuite.message.info.MessageInfo,class,1,11677,0.87962962962963,9381,0.12037037037037,1.24475002664961,1,8,2,0,0,20,8,8,0,4,0,0,0,105
org.jcvi.jillion.assembly.consed.ace.WholeAssemblyAceTag,class,0.95,68756,0.95,67909,0,1.01247257359113,2,7,2,0,6,6,4,4,0,0,0,0,0,73
de.paragon.explorer.figure.FigureStore,class,0.9609375,92177,0.929383116883117,60017,0.031554383116883,1.53584817635003,4,9,1,0,6,0,5,5,0,2,0,1,1,67
org.sourceforge.ifx.framework.complextype.CompRemitStmtAddRq_Type,class,1,19364,0.927083333333333,82417,0.072916666666667,0.234951526990791,8,16,1,1,1,78,16,16,0,8,1,0,0,170
org.sourceforge.ifx.framework.element.DevDetailVdm,class,1,3042,0.916666666666667,4695,0.083333333333333,0.647923322683706,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DepAcctTrnRevRs,class,1,11244,0.916666666666667,2297,0.083333333333333,4.89508053983457,1,2,2,0,1,1,2,2,0,0,0,0,0,40
com.browsersoft.openhre.hl7.impl.regular.ExpressionElementMapperItemImpl,class,1,39821,1,79581,0,0.500383257310162,2,11,1,0,0,7,7,7,0,3,0,0,0,61
org.sourceforge.ifx.framework.complextype.ChkOrdModRq_Type,class,1,31466,0.988095238095238,15631,0.011904761904762,2.01305098842045,7,14,1,1,1,55,14,14,0,7,1,0,0,152
org.jcvi.jillion.assembly.ca.frg.Frg2Parser,class,0.551477272727273,86614,0.435041666666667,82260,0.116435606060606,1.05292973498663,8,42,1,0,48,149,18,3,8,11,0,11,32,262
com.yahoo.platform.yui.compressor.ScriptOrFnScope,class,0.84650718856189,104481,0.671827701382403,80084,0.174679487179487,1.30464262524349,2,28,1,0,18,21,11,0,0,7,0,0,0,138
org.jcvi.jillion.fasta.FastaRecordDataStoreAdapter,class,0,120577,0,69994,0,1.72267622939109,9,3,1,0,2,3,2,1,1,0,0,0,1,56
org.jcvi.jillion.assembly.consed.ConsedUtil,class,0.685153322382435,105528,0.483801621643834,93206,0.201351700738601,1.13220178958436,11,43,1,0,46,151,17,14,16,5,0,5,22,359
org.sourceforge.ifx.framework.complextype.ChkOrdSyncRq_Type,class,1,42238,0.979166666666667,12457,0.020833333333333,3.39070402183511,8,16,1,1,1,78,16,16,0,8,1,0,0,170
fr.unice.gfarce.interGraph.SharedListSelectionHandlerFormation,class,0.606456523909354,64432,0.606456523909354,65552,0,0.982914327556749,0,4,1,0,8,0,1,1,0,1,0,1,2,44
org.sourceforge.ifx.framework.complextype.CardPrefDelRq_Type,class,1,21349,0.986111111111111,23399,0.013888888888889,0.912389418351212,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.jcvi.jillion.assembly.consed.ace.MultiAceFileVisitorAdapter,class,0.441510292502656,88129,0.432251033243397,81880,0.009259259259259,1.07631900341964,13,92,1,0,46,231,31,30,0,8,0,0,1,381
org.sourceforge.ifx.framework.element.CustSvcStatus,class,1,3625,0.916666666666667,1631,0.083333333333333,2.22256284488044,1,2,2,0,1,1,2,2,0,0,0,0,0,40
de.beiri22.stringincrementor.helper.ExtBoolArray,class,0.909881422924901,222709,0.969565217391304,146497,-0.059683794466403,1.52022908318942,1,9,1,0,0,0,4,4,0,1,0,0,0,62
wheel.components.JSONComponent,class,0,66338,0,64667,0,1.02584007298931,4,3,2,0,8,1,2,0,0,0,0,0,0,50
wheel.RedirectException,class,1,77746,0.95,19356,0.05,4.01663566852656,1,4,4,0,0,2,4,4,0,2,0,0,0,46
org.sourceforge.ifx.framework.element.ChksumAdviseRs,class,1,3779,0.916666666666667,2442,0.083333333333333,1.54750204750205,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.BillSummSubAmt_Type,class,1,15098,0.964285714285714,48631,0.035714285714286,0.310460405913923,7,14,1,1,1,55,14,14,0,7,1,0,0,152
umd.cs.shop.JSJshopVars,class,1,15566,1,8403,0,1.85243365464715,0,3,1,0,0,3,3,0,3,30,1,30,0,50
fr.unice.gfarce.interGraph.ModifTableStockage,class,0.781793484318734,169017,0.704180567606508,117540,0.077612916712226,1.43795303726391,2,67,1,0,20,0,9,9,0,3,0,0,12,378
org.sourceforge.ifx.framework.element.DevAlmOperation,class,1,3594,0.916666666666667,1597,0.083333333333333,2.25046963055729,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DebitAuthStatusModRq,class,1,3607,0.916666666666667,2372,0.083333333333333,1.52065767284992,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DevCimStackerItems,class,1,3347,0.916666666666667,1480,0.083333333333333,2.26148648648649,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.CustPayeeSyncRq_Type,class,1,18242,0.988095238095238,23600,0.011904761904762,0.772966101694915,7,14,1,1,1,55,14,14,0,7,1,0,0,152
fr.unice.gfarce.interGraph.ModifierFormationAction,class,0.815972222222222,69804,0.694444444444444,68211,0.121527777777778,1.02335400448608,2,2,2,0,1,1,2,2,0,3,0,1,0,30
bible.servlet.URLRequestLog,class,1,12045,1,8492,0,1.41839378238342,5,59,1,0,45,729,39,37,0,11,0,3,12,241
org.sourceforge.ifx.framework.element.BillSummAmtCode,class,1,11466,0.916666666666667,1630,0.083333333333333,7.03435582822086,1,2,5,0,1,1,2,2,0,0,0,0,0,40
fr.unice.gfarce.main.Main,class,0.833333333333333,63336,0.611111111111111,62513,0.222222222222222,1.01316526162558,1,1,1,0,0,0,1,1,1,0,0,0,0,19
org.quickserver.util.xmlreader.BasicServerConfig,class,0.907542377146294,179551,0.789137156914016,158305,0.118405220232278,1.13420927955529,16,115,1,2,3,2099,67,67,0,28,0,0,0,663
net.sourceforge.squirrel_sql.client.gui.db.SchemaLoadInfo,class,1,5959,1,2193,0,2.71728226174191,0,1,1,0,0,0,1,1,0,3,3,0,0,23
Newzgrabber.StatsDialog,class,0.354166666666667,83843,0,74624,0.354166666666667,1.12353934391081,1,5,6,0,18,1,2,2,0,5,0,0,0,83
net.sourceforge.squirrel_sql.client.gui.builders.UIFactoryAdapter,class,1,28529,0.6,16976,0.4,1.68054901036758,2,1,1,0,0,0,1,1,0,0,0,0,0,36
org.asphodel.index.IndexeeContent,class,0.875,73272,1,14643,-0.125,5.00389264494981,0,1,1,3,0,0,1,1,0,0,0,0,0,15
org.heal.servlet.cataloger.ContextURLRecordModifier,class,0.656959219858156,79251,0.390580673758865,64916,0.266378546099291,1.22082383387763,6,6,1,0,13,1,2,2,0,1,0,1,2,49
src.feudalismGUI.AddUser,class,0.140625,84490,0,79724,0.140625,1.05978124529627,3,19,6,0,32,20,9,9,0,17,0,1,7,135
org.character.data.config.TXTCharConfig,class,0.746267116348053,81093,0.545976535557983,72614,0.20029058079007,1.1167681163412,3,41,1,0,45,0,4,4,0,2,0,1,28,187
org.sourceforge.ifx.framework.element.AppICProf,class,1,4095,0.916666666666667,1656,0.083333333333333,2.47282608695652,1,2,5,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.BankSvcRs_Type,class,0.934166666666667,207412,0.891111111111111,177068,0.043055555555556,1.17136919149705,152,304,1,1,1,45150,304,304,0,152,1,0,0,2762
org.jcvi.jillion.fasta.FastaFileParser,class,0.587595920550148,85609,0.531723546027507,76800,0.055872374522641,1.11470052083333,14,41,5,0,29,298,28,19,2,6,0,1,4,289
org.sourceforge.ifx.framework.element.CustDiscStatusCode,class,0.9375,62416,0.916666666666667,1702,0.020833333333333,36.6721504112808,1,2,5,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.BankSvcChkSumInqRs_Type,class,1,34076,0.929487179487179,84180,0.070512820512821,0.4047992397244,13,26,1,1,1,253,26,26,0,13,1,0,0,260
com.sap.managementconsole.soap.axis.sapcontrol.J2EEWebSession,class,0.955267068167473,121329,0.868312995301213,96108,0.08695407286626,1.26242352353602,7,39,1,0,18,235,27,27,3,13,0,1,0,382
de.huxhorn.lilith.swing.transfer.MainFrameTransferHandler,class,0.200151515151515,75467,0.10030303030303,81015,0.099848484848485,0.931518854533111,3,17,2,1,17,0,5,4,0,4,0,1,0,110
org.sourceforge.ifx.framework.complextype.CardPrefModRq_Type,class,1,11581,0.952380952380952,73015,0.047619047619048,0.158611244264877,7,14,1,1,1,55,14,14,0,7,1,0,0,152
net.virtualinfinity.atrobots.computer.SubtractInstruction,class,1,19424,1,17158,0,1.13206667443758,1,2,3,0,0,1,2,1,0,0,0,0,0,14
net.virtualinfinity.atrobots.measures.Vector,class,0.954948646125117,74688,0.915911184293537,74227,0.03903746183158,1.00621067805516,3,18,1,2,13,120,16,16,2,0,0,0,4,138
net.sourceforge.squirrel_sql.client.gui.desktopcontainer.SessionTabWidget,class,0.125,75269,0,69061,0.125,1.08989154515573,10,15,3,3,24,0,9,8,0,4,0,1,1,117
org.sourceforge.ifx.framework.element.CompRemitStmtStatusCode,class,1,2992,0.916666666666667,1415,0.083333333333333,2.11448763250883,1,2,5,0,1,1,2,2,0,0,0,0,0,40
com.allenstudio.ir.util.XmlIO,class,0.716243458034503,156614,0.702761759384894,82670,0.013481698649609,1.89444780452401,5,39,2,0,48,99,18,16,0,10,0,2,9,294
macaw.persistenceLayer.demo.InMemoryOntologyTermFilter,class,0.956666666666667,70575,0.955,28781,0.001666666666667,2.45213856363573,4,17,1,0,15,4,5,3,0,1,0,0,5,167
org.sourceforge.ifx.framework.element.CustDiscStatus,class,1,3021,0.916666666666667,1638,0.083333333333333,1.84432234432234,1,2,2,0,1,1,2,2,0,0,0,0,0,40
macaw.persistenceLayer.production.ProductionCurationService,class,0.298069642814239,142935,0.41252747413954,141743,-0.114457831325301,1.00840958636405,28,124,1,0,100,0,83,83,0,11,0,0,3,1366
org.sourceforge.ifx.framework.element.DevDepNumOfDeposits,class,0.9375,62435,0.916666666666667,1565,0.020833333333333,39.8945686900958,1,2,3,0,1,1,2,2,0,0,0,0,0,40
lotus.UI.console.LocalConsoleUserInterface,class,0.666923599498328,122191,0.668791806020067,114235,-0.001868206521739,1.06964590537051,4,10,1,0,10,0,4,3,0,2,0,0,3,74
org.dom4j.rule.pattern.NodeTypePattern,class,0.941666666666667,84614,0.925,24926,0.016666666666667,3.3946080397978,4,6,1,0,1,9,6,6,0,7,6,6,0,106
org.sourceforge.ifx.framework.element.CardPrefModRq,class,1,6766,0.916666666666667,2083,0.083333333333333,3.24819971195391,1,2,2,0,1,1,2,2,0,0,0,0,0,40
oasis.names.tc.ciq.xsdschema.xal._2.PremiseNumber,class,0.981481481481482,72935,0.947089947089947,15841,0.034391534391535,4.60419165456726,0,15,1,0,0,91,15,15,0,8,0,0,0,264
de.huxhorn.lilith.swing.table.EventWrapperViewTable,class,0,74400,0.130157161115105,101800,-0.130157161115105,0.730844793713163,19,91,8,2,75,611,38,26,0,21,2,8,0,494
org.dom4j.util.DoubleNameMap,class,1,24274,1,15751,0,1.54110850104755,2,4,1,0,7,0,4,4,0,2,0,0,0,28
org.sourceforge.ifx.framework.complextype.TerminalObjInqRs_Type,class,1,7359,0.988888888888889,12696,0.011111111111111,0.579631379962193,7,14,1,1,1,55,14,14,0,7,1,0,0,152
org.sourceforge.ifx.framework.complextype.CardPrefModRs_Type,class,1,27175,0.96969696969697,39041,0.03030303030303,0.696063113137471,11,22,1,1,1,171,22,22,0,11,1,0,0,224
net.sourceforge.squirrel_sql.client.gui.db.EditAliasFolderDlg,class,0.194444444444444,74422,0,71759,0.194444444444444,1.03711032762441,3,13,6,0,28,35,7,2,0,5,0,1,4,103
dsachat.share.ChallReq,class,1,4052,0.961038961038961,2986,0.038961038961039,1.35699933020764,0,5,1,0,0,2,5,5,0,5,0,1,0,39
com.allenstudio.ir.ui.NoteList,class,0.655289582265726,94107,0.746847725728984,94459,-0.091558143463258,0.996273515493495,5,36,5,0,32,195,18,13,1,3,0,0,5,202
com.jchapman.jipsnapman.actions.BaseSnapshotAction,class,0.799430777555777,99253,0.401208166833167,84758,0.39822261072261,1.17101630524552,6,9,2,3,21,21,7,1,0,0,0,0,1,126
visu.handball.moves.actions.SetMoveNameAction,class,0.603907867494824,95129,0.404466134279799,89314,0.199441733215025,1.06510737398392,1,3,2,0,13,0,2,2,0,1,0,0,6,48
org.petsoar.search.lucene.LuceneSearcher,class,0.817799539170507,69646,0.730299539170507,71669,0.0875,0.971773012041468,11,9,1,0,11,0,4,4,0,2,0,0,1,86
org.exolab.jms.tools.admin.OpenJMSQueue,class,0.678968253968254,80864,0.571957671957672,81833,0.107010582010582,0.98815881123752,2,7,1,0,12,10,4,2,1,0,0,0,6,126
osa.ora.server.client.ui.LoginPanel,class,0.514094780717651,76678,0.518793040956868,70124,-0.004698260239217,1.09346300838515,1,16,5,0,28,26,5,2,0,6,0,0,2,135
org.sourceforge.ifx.framework.element.CertCode,class,1,10737,0.916666666666667,1866,0.083333333333333,5.7540192926045,1,2,5,0,1,1,2,2,0,0,0,0,0,40
fr.pingtimeout.jtail.gui.message.ExceptionHandler,class,0.743700550395597,71765,0.623519583271905,68791,0.120180967123692,1.04323239958716,4,6,2,0,8,3,3,3,3,2,0,2,6,100
org.sourceforge.ifx.framework.complextype.CreditAuthAddRq_Type,class,1,31691,0.958333333333333,25556,0.041666666666667,1.24006104241665,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.sourceforge.ifx.framework.element.CardPrefMisc,class,1,2951,0.916666666666667,1714,0.083333333333333,1.72170361726955,1,2,2,0,1,1,2,2,0,0,0,0,0,40
umd.cs.shop.JSListMethods,class,0.601289335664336,78149,0.496443371443371,77913,0.104845964220965,1.00302901954744,9,17,4,0,19,6,4,3,0,1,0,0,0,109
jigl.gui.CloseableFrame,class,0.302777777777778,67296,0.355555555555556,84559,-0.052777777777778,0.795846686928653,0,10,5,1,3,36,9,9,0,1,0,1,0,68
com.sap.engine.services.dc.wsgate.UndeployResponse,class,0.87885510787387,79561,0.839791716059465,81455,0.039063391814405,0.976747897612179,8,16,1,0,9,10,9,9,3,4,0,1,0,114
org.exolab.jms.tools.admin.ChangePasswordDialog,class,0.20972790867424,84313,0.024618394842773,81699,0.185109513831467,1.0319954956609,2,18,7,0,37,40,8,5,2,16,0,1,9,274
com.sap.engine.services.dc.wsgate.DeployResponse,class,0.87885510787387,71275,0.851696477964226,73819,0.027158629909644,0.965537327788239,8,16,1,0,9,10,9,9,3,4,0,1,0,114
org.sourceforge.ifx.framework.element.CompRemitStmtStatus,class,1,3041,0.916666666666667,1710,0.083333333333333,1.77836257309942,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DepAppAudRq,class,1,6713,0.916666666666667,2220,0.083333333333333,3.02387387387387,1,2,2,0,1,1,2,2,0,0,0,0,0,40
net.virtualinfinity.atrobots.snapshots.ExplosionSnapshot,class,0.980769230769231,69719,0.917582417582418,15336,0.063186813186813,4.54610067814293,3,6,2,0,10,11,6,5,0,2,0,0,0,32
oasis.names.tc.ciq.xsdschema.xal._2.ThoroughfareTrailingTypeType,class,0.966666666666667,68739,0.961904761904762,8595,0.004761904761905,7.99755671902269,0,7,1,0,0,15,7,7,0,4,0,0,0,135
jahuwaldt.plot.Triangle3Symbol,class,1,33653,1,17487,0,1.92445816892549,2,3,3,0,1,1,2,1,0,1,0,1,0,63
glengineer.agents.GapAgent,class,0.772425766283525,87818,0.852634099616858,81934,-0.080208333333333,1.07181389899187,8,18,2,0,2,153,18,18,0,0,0,0,0,91
org.javathena.login.parse.FromAdmin,class,0.382711038961039,81183,0.682224025974026,121311,-0.299512987012987,0.66921383881099,4,29,1,0,13,3,3,3,0,0,0,0,24,132
org.sourceforge.ifx.framework.complextype.PresAcctId_Type,class,1,8970,0.944444444444444,2774,0.055555555555556,3.23359769286229,3,6,1,1,1,3,6,6,0,3,1,0,0,80
umd.cs.shop.JSAxiom,class,0.614766649413388,73674,0.493480725623583,76762,0.121285923789805,0.959771762069774,4,9,1,0,13,0,8,6,0,3,0,0,3,59
org.heal.servlet.registration.RegistrationAction,class,0.511185897435897,77573,0.503685897435898,74413,0.007499999999999,1.0424656981979,11,55,1,0,47,3,3,3,0,0,0,0,0,245
com.imsmart.report.MReportHTML,class,0.9375,64744,0.928571428571429,23250,0.008928571428571,2.78468817204301,2,7,1,0,10,4,4,4,0,2,0,0,2,72
org.sourceforge.ifx.framework.complextype.DevDetailDep_Type,class,1,17888,0.962121212121212,59254,0.037878787878788,0.30188679245283,11,22,1,1,1,171,22,22,0,11,1,0,0,224
org.sourceforge.ifx.framework.element.ChkOrdAudRq,class,1,3523,0.916666666666667,2324,0.083333333333333,1.51592082616179,1,2,2,0,1,1,2,2,0,0,0,0,0,40
osa.ora.server.client.ChatClientApp,class,0.136463044476485,100630,0.007219543172948,85264,0.129243501303537,1.18021673860011,27,157,1,0,199,1601,65,62,2,42,0,2,35,903
org.dom4j.tree.DefaultAttribute,class,0.9375,83034,0.928571428571429,33114,0.008928571428571,2.50751947816633,4,11,4,2,0,43,11,11,0,1,0,0,0,126
de.paragon.explorer.excp.NoSuchFigureException,class,1,11653,1,5548,0,2.10039653929344,1,2,4,0,0,1,2,2,0,1,0,1,0,35
fr.pingtimeout.jtail.gui.message.InformationHandler,class,0.763895477545857,68058,0.640880545766694,68687,0.123014931779163,0.990842517506952,3,5,1,0,8,1,2,2,2,2,0,2,5,80
org.jcvi.jillion.assembly.consed.ace.DefaultAceBaseSegment,class,0.927580893682589,74195,0.885489275319784,85405,0.042091618362805,0.868743047830923,2,11,1,0,8,0,6,6,0,2,0,0,0,82
ghm.follow.config.FollowAppAttributes,class,0.889269565020011,225212,0.822227110119506,181465,0.067042454900505,1.24107679166781,3,98,1,0,79,2070,68,54,0,40,32,35,16,615
org.jcvi.jillion.assembly.tigr.contig.TigrContigFileContigIterator,class,0.180555555555556,78741,0.111111111111111,98108,0.069444444444445,0.802595099278346,12,9,2,0,6,11,3,1,1,3,0,0,1,73
net.sourceforge.squirrel_sql.client.gui.builders.I15dPanelBuilder,class,0.632118055555556,88804,0.570919599723948,76319,0.061198455831608,1.16358966967597,4,11,2,1,8,30,9,8,0,1,0,0,0,180
net.sf.xbus.base.xml.XDomSupport,class,0.908183165303908,234523,0.776186128972507,144080,0.131997036331401,1.62772765130483,7,51,1,0,24,78,13,12,13,0,0,0,12,321
org.sourceforge.ifx.framework.element.ChkOrdStatus,class,1,3183,0.916666666666667,1832,0.083333333333333,1.73744541484716,1,2,2,0,1,1,2,2,0,0,0,0,0,40
net.virtualinfinity.atrobots.computer.SwapInstruction,class,1,19040,0.666666666666667,20219,0.333333333333333,0.941688510806667,2,2,2,0,6,1,2,1,0,0,0,0,0,17
org.jcvi.jillion.assembly.clc.cas.DefaultCasReferenceDescription,class,0.96875,66346,0.964285714285714,9564,0.004464285714286,6.9370556252614,1,4,1,0,0,0,4,4,0,2,0,0,0,51
osa.ora.server.client.threads.SendAnnouncementThread,class,0.437751903269145,73724,0.214573603736165,71438,0.22317829953298,1.03199977602956,2,8,2,0,14,0,2,2,0,2,0,0,4,50
