TARGET,TYPE,COVERAGE_GA,TIME_GA,COVERAGE_RAND,TIME_RAND,DIF_COVERAGE,DIF_TIME,CBO,WNC,DIT,NOC,RFC,LCOM,NOM,NOPM,NOSM,NOF,NOPF,NOSF,NOSI,LOC
de.paragon.explorer.event.FocusManager,class,0.714285714285714,82564,0.591836734693877,76975,0.122448979591837,1.07260798960702,5,14,1,0,28,62,12,4,0,2,0,0,1,95
org.exolab.jms.tools.admin.AdminInfo,class,0.727105488660111,77089,0.653576076895405,91034,0.073529411764706,0.846815475536613,5,10,6,0,18,0,2,2,0,3,0,0,9,149
lotus.core.card.Land,class,0.875,69073,1,5811,-0.125,11.8865943899501,1,0,3,1,0,0,0,0,0,0,0,0,0,4
org.sourceforge.ifx.framework.complextype.BankSvcChkSumInqRq_Type,class,1,33942,0.979166666666667,42446,0.020833333333333,0.79965132167931,8,16,1,1,1,78,16,16,0,8,1,0,0,170
org.sourceforge.ifx.framework.complextype.DelinqAging_Type,class,1,5905,0.972222222222222,6088,0.027777777777778,0.969940867279895,3,6,1,1,1,3,6,6,0,3,1,0,0,80
org.sourceforge.ifx.framework.complextype.StdPayeeRec_Type,class,1,8133,0.972222222222222,3196,0.027777777777778,2.54474342928661,3,6,1,1,1,3,6,6,0,3,1,0,0,80
org.sourceforge.ifx.framework.element.CustInqRq,class,1,4329,0.916666666666667,2128,0.083333333333333,2.0343045112782,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.DevDetailTtu_Type,class,1,12594,0.987179487179487,10231,0.012820512820513,1.23096471508161,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.jcvi.jillion.internal.trace.chromat.scf.section.CommentSectionCodec,class,0.588659502262443,76307,0.493455074337427,69493,0.095204427925016,1.09805304131351,8,12,1,0,25,0,3,3,0,1,0,1,6,128
net.sf.xisemele.impl.WithinContextImpl,class,1,8406,1,5214,0,1.61219792865362,1,3,1,0,0,0,3,3,0,2,0,1,0,34
ipac.IPv6,class,0.543509369146704,100414,0.481418109881616,75744,0.062091259265088,1.32570236586396,1,137,5,0,90,892,27,3,0,17,0,0,29,1085
org.sourceforge.ifx.framework.complextype.CustIdInqRq_Type,class,1,31978,0.972222222222222,19239,0.027777777777778,1.6621446021103,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.sourceforge.ifx.basetypes.IFXBase64Binary,class,0.980208333333333,69826,0.946875,68892,0.033333333333333,1.01355745224409,4,9,1,2,2,4,5,5,0,1,0,0,0,68
org.jcvi.jillion.assembly.consed.ace.AceContigBuilder,class,0.460464575587115,92280,0.409031345212722,105770,0.051433230374393,0.872459109388295,27,93,1,0,95,580,41,34,0,18,0,1,17,790
org.sourceforge.ifx.framework.complextype.IssPrePostScriptData_Type,class,1,6636,0.952380952380952,5231,0.047619047619048,1.26859109156949,3,6,1,2,1,3,6,6,0,3,1,0,0,80
osa.ora.server.beans.Room,class,0.996323529411765,76167,0.983893557422969,14323,0.012429971988796,5.31781051455701,1,10,1,0,5,12,9,9,0,3,0,0,1,56
wheel.components.StandaloneComponentConfiguration,class,0.891042776906815,132609,0.855859379223417,107045,0.035183397683398,1.23881545144565,7,35,2,0,18,0,23,23,0,1,0,0,0,261
util.Unpacker,class,0.90625,69397,0.875694444444444,64534,0.030555555555556,1.07535562649146,8,9,1,0,5,1,2,2,2,0,0,0,1,58
org.sourceforge.ifx.framework.complextype.LoanAcctId_Type,class,1,7174,0.979166666666667,6511,0.020833333333333,1.10182767624021,4,8,1,3,1,10,8,8,0,4,1,0,0,98
org.dom4j.Namespace,class,0.887583924159416,118406,0.83416069911397,106619,0.053423225045446,1.11055252816102,8,33,2,1,18,75,18,16,2,6,2,3,0,240
net.sf.xisemele.impl.EditorImpl,class,0.548295454545455,77055,0.542207792207792,70331,0.006087662337663,1.09560506746669,6,22,1,0,20,0,22,21,0,2,0,1,0,184
de.paragon.explorer.model.AttributeModelBuilder,class,0.93452380952381,94673,0.829931972789116,84658,0.104591836734694,1.11829951097356,7,13,1,0,25,34,9,3,3,1,0,1,4,113
org.sourceforge.ifx.framework.element.DevIdcCards,class,0.9375,62581,0.916666666666667,1619,0.020833333333333,38.6541074737492,1,2,3,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.CardPrefDeposit_Type,class,1,11234,0.952380952380952,26038,0.047619047619048,0.431446347645749,7,14,1,1,1,55,14,14,0,7,1,0,0,152
ghm.follow.font.InvalidFontSizeException,class,1,8785,1,5485,0,1.60164083865087,1,1,4,0,0,0,1,1,0,0,0,0,0,11
org.sourceforge.ifx.framework.complextype.BillStatusCounts_Type,class,1,20019,0.972222222222222,6388,0.027777777777778,3.13384470882905,3,6,1,1,1,3,6,6,0,3,1,0,0,80
org.sourceforge.ifx.framework.complextype.CustWithdrawalPref_Type,class,1,13794,0.972222222222222,7040,0.027777777777778,1.959375,3,6,1,1,1,3,6,6,0,3,1,0,0,80
net.sf.xbus.technical.http.EasyX509TrustManager,class,0.732589873894222,76510,0.612755774246457,68445,0.119834099647765,1.11783183578055,2,10,1,0,10,0,4,4,0,2,0,1,1,109
org.dom4j.io.STAXEventReader,class,0.42426866907558,116429,0.313634071062933,112094,0.110634598012647,1.03867289953075,13,55,1,0,77,142,24,24,0,2,0,0,4,530
macaw.presentationLayer.OntologyTermEditor,class,0.270682803468208,86128,0.388487475915222,86171,-0.117804672447014,0.999500992213158,14,22,1,0,57,2,12,8,0,16,0,0,9,317
org.sourceforge.ifx.framework.complextype.SvcAcctAddRs_Type,class,1,20812,0.977011494252874,70503,0.022988505747126,0.295193112349829,13,26,1,1,1,253,26,26,0,13,1,0,0,260
org.sourceforge.ifx.framework.element.CustSvcAddRq,class,1,3659,0.916666666666667,5321,0.083333333333333,0.687652696861492,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.jcvi.jillion.internal.core.util.Caches,class,0.454104023995328,70885,0.454104023995328,66282,0,1.0694457016988,12,48,13,0,32,591,39,26,13,7,1,3,10,540
glengineer.agents.settings.GapSettings,class,1,9443,1,2135,0,4.42295081967213,2,4,2,0,0,0,4,4,0,1,1,0,0,21
org.sourceforge.ifx.framework.complextype.PmtAckInqRs_Type,class,1,20595,0.95679012345679,72042,0.04320987654321,0.285874906304656,12,24,1,1,1,210,24,24,0,12,1,0,0,242
dsachat.share.InputEvent,class,0.95,66561,0.914285714285714,4322,0.035714285714286,15.4005090236002,1,3,1,0,0,0,3,3,0,3,0,1,0,36
de.huxhorn.lilith.swing.table.renderer.StatusCodeRenderer,class,0.699370364677036,83882,0.630598309784619,116720,0.068772054892417,0.718660041124058,8,21,1,0,23,0,2,2,0,1,0,0,2,132
mygrid.web.MyGridServiceSoapStub,class,0.569605688923871,138038,0.542232466907792,146843,0.027373222016079,0.94003799976846,35,48,2,0,36,8,12,11,0,5,0,1,0,560
org.sourceforge.ifx.framework.element.CVMList,class,1,3245,0.916666666666667,1739,0.083333333333333,1.86601495112133,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DevCdmBinStatus,class,0.9375,62179,0.916666666666667,1737,0.020833333333333,35.7967760506621,1,2,4,0,1,1,2,2,0,0,0,0,0,40
net.virtualinfinity.atrobots.snapshots.MineSnapshot,class,1,5035,0.952380952380952,7701,0.047619047619048,0.653811193351513,2,3,2,0,1,1,3,3,0,1,0,0,0,16
org.petsoar.categories.Category,class,0.983333333333333,83223,0.944155844155844,72269,0.039177489177489,1.15157259682575,5,22,1,0,10,164,21,21,0,6,0,0,0,149
org.sourceforge.ifx.framework.complextype.ChkOrdModRs_Type,class,1,74214,0.986111111111111,73930,0.013888888888889,1.00384147166238,12,24,1,1,1,210,24,24,0,12,1,0,0,242
org.sourceforge.ifx.framework.complextype.MinCurAmt_Type,class,1,3135,0.916666666666667,3045,0.083333333333333,1.02955665024631,1,2,2,2,1,1,2,2,0,0,0,0,0,40
org.jcvi.jillion.assembly.clc.cas.DefaultCasMatch,class,0.975771755666003,116187,0.921925812024259,101049,0.053845943641744,1.14980850874328,4,28,1,0,5,0,14,14,0,5,0,0,2,149
com.sap.managementconsole.soap.axis.sapcontrol.Alert,class,0.937068765978253,124103,0.873601075068668,114602,0.063467690909585,1.08290431231567,8,34,1,0,17,110,21,21,3,10,0,1,0,305
org.exolab.jms.tools.admin.CreateUserDialog,class,0.206227018536521,81513,0.180036542346045,79552,0.026190476190476,1.02465054304103,2,20,7,0,37,40,8,5,2,16,0,1,9,284
org.sourceforge.ifx.framework.complextype.PassbkItemRec_Type,class,1,8868,0.979166666666667,10300,0.020833333333333,0.860970873786408,4,8,1,1,1,10,8,8,0,4,1,0,0,98
org.jcvi.jillion.assembly.tigr.tasm.LargeTasmContigFileDataStore,class,0.312257749989948,155201,0.378008859046011,161292,-0.065751109056063,0.962236192743596,21,40,2,0,16,276,24,22,0,11,0,1,7,237
de.huxhorn.lilith.swing.MainFrame,class,0.149246194259013,155944,0.02356077196965,137770,0.125685422289363,1.13191551135951,148,449,11,0,363,9784,151,123,0,69,3,6,33,2803
net.sourceforge.schemaspy.view.HtmlAnomaliesPage,class,0.399723448094459,66851,0.306480816549206,70693,0.093242631545253,0.945652327670349,6,34,2,0,42,91,14,2,1,1,0,1,15,285
org.sourceforge.ifx.framework.complextype.PassbkInqRs_Type,class,1,28006,0.931159420289855,77953,0.068840579710145,0.359267763909022,18,36,1,1,1,528,36,36,0,18,1,0,0,350
fr.unice.gfarce.main.Controler,class,0.142665441176471,64311,0.228264705882353,64187,-0.085599264705882,1.00193185536012,12,28,1,0,38,23,18,16,0,6,0,0,6,290
org.sourceforge.ifx.framework.complextype.ForExDealStatusModRq_Type,class,1,13613,0.976190476190476,9615,0.023809523809524,1.41580863234529,7,14,1,1,1,55,14,14,0,7,1,0,0,152
org.sourceforge.ifx.framework.complextype.DebitAuthSyncRq_Type,class,1,22077,0.953703703703704,59688,0.046296296296296,0.369873341375151,9,18,1,1,1,105,18,18,0,9,1,0,0,188
net.virtualinfinity.atrobots.measures.PolarVector,class,0.979591836734694,68536,0.9533527696793,11126,0.026239067055394,6.15998561927018,3,9,2,0,4,0,8,7,1,2,0,0,1,38
simulator.WSA.BehaviourMetDataQuery,class,0.787061403508772,78216,0.756641604010025,69270,0.030419799498747,1.12914681680381,13,14,2,0,21,0,9,1,0,3,0,1,0,81
com.mytdev.resources4j.impl.FileResourcesBundleLoader,class,0.855433558558559,82129,0.589791321934179,71978,0.26564223662438,1.1410292033677,7,28,1,1,25,52,15,14,0,8,0,1,15,212
net.sf.xbus.technical.file.FileByteArrayListReceiver,class,0.795408545727136,68461,0.649575212393803,65744,0.145833333333333,1.04132696519835,6,6,3,0,7,1,2,1,0,0,0,0,1,76
org.jcvi.jillion.internal.core.io.MagicNumberInputStream,class,0.970238095238095,81668,0.735622710622711,71570,0.234615384615384,1.14109263657957,1,6,2,0,3,0,5,5,0,3,0,0,2,94
com.sap.managementconsole.soap.axis.sapcontrol.AlertNode,class,0.947425151215045,132077,0.814421944741094,110765,0.133003206473951,1.1924073488918,9,45,1,0,23,266,29,29,3,14,0,1,0,426
com.sap.netweaver.porta.ide.eclipse.server.runtime.SapNW710Runtime,class,0.916666666666667,68874,0.888888888888889,6639,0.027777777777778,10.3741527338455,1,2,3,0,0,1,2,2,0,2,0,2,0,62
visu.handball.moves.actions.AboutAction,class,0.725,63613,0.633333333333333,69119,0.091666666666667,0.920340282700849,1,2,2,0,4,1,2,2,0,0,0,0,3,43
org.sourceforge.ifx.framework.element.DevAdviseRq,class,1,4285,0.916666666666667,2733,0.083333333333333,1.56787413099158,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.jcvi.jillion.assembly.ca.asm.IndexedAsmFileContigDataStore,class,0.338441022659351,80842,0.335534045915165,89751,0.002906976744186,0.900736482044768,37,81,1,0,26,2416,66,65,1,12,0,0,3,539
src.feudalismGUI.GridLayout2,class,0.956613851265014,202276,0.97967032967033,218634,-0.023056478405316,0.925180895926526,1,26,2,0,15,15,6,6,0,0,0,0,0,148
net.sf.xbus.technical.file.SimpleFileSender,class,0.165199637023593,67228,0.080399274047187,64222,0.084800362976406,1.04680639033353,6,22,2,0,22,3,6,3,0,1,0,0,0,175
org.sourceforge.ifx.framework.complextype.PmtRemitAck_Type,class,1,6432,0.952380952380952,2972,0.047619047619048,2.16419919246299,3,6,1,1,1,3,6,6,0,3,1,0,0,80
org.objectweb.asm.jip.MethodWriter,class,0.545471068912136,181071,0.416375375607555,137904,0.129095693304581,1.31302210233206,16,479,1,0,57,21,43,24,6,57,0,12,54,2451
dsachat.client.gui.SingleHeroTreeModel,class,0.702252909950833,80482,0.612809295807349,104717,0.089443614143484,0.768566708366359,5,40,1,0,24,0,10,9,0,2,0,0,0,124
org.heal.servlet.cataloger.EditContextURLAction,class,0.783134920634921,80231,0.442857142857143,64882,0.340277777777778,1.23656792330693,7,6,1,0,13,1,2,2,0,0,0,0,0,46
Newzgrabber.GroupsPanel,class,0.64931544114158,87291,0.527286451313925,89212,0.122028989827655,0.978467022373672,5,34,5,0,37,0,7,5,0,20,0,2,3,273
org.exolab.jms.net.tunnel.SocketInfo,class,0.977941176470588,68374,0.915966386554622,5120,0.061974789915966,13.354296875,0,5,1,0,2,4,5,5,0,3,0,0,1,107
br.com.jnfe.base.C_ICMS,enum,0.918145161290322,67932,0.874193548387097,66365,0.043951612903225,1.02361184359226,1,8,1,0,8,26,8,7,0,1,0,0,0,168
wheel.AssetProcessor,class,0.717099567099567,64437,0.717099567099567,65450,0,0.984522536287242,0,4,1,0,6,0,1,1,0,1,0,1,1,39
org.jcvi.jillion.fasta.pos.PositionFastaRecordWriterBuilder,class,0.595,70416,0.537142857142857,64156,0.057857142857143,1.09757466176196,7,9,3,0,2,36,9,2,0,0,0,0,1,90
net.sourceforge.schemaspy.Main,class,0.703220390720391,75606,0.550933193790337,75036,0.152287196930054,1.0075963537502,4,12,1,0,16,0,1,1,1,0,0,0,3,64
com.lts.application.cmdline.SimpleCommandLineProcessor,class,0.883856421356421,65359,0.883856421356421,75938,0,0.860688983117807,1,5,1,0,2,0,2,1,0,4,0,0,0,104
net.virtualinfinity.atrobots.atsetup.AtRobotRegisterAddresses,class,1,11267,1,4057,0,2.77717525264974,0,0,1,0,0,0,0,0,0,13,13,13,0,21
com.browsersoft.openhre.hl7.impl.config.HL7TableMapImpl,class,0.945924764890282,70144,0.925091431556949,6215,0.020833333333333,11.2862429605792,2,12,1,0,12,0,8,8,0,1,0,0,0,72
de.paragon.explorer.excp.ResizeNotSupportedException,class,1,11956,1,7489,0,1.5964748297503,1,2,4,0,0,1,2,2,0,1,0,1,0,29
org.javathena.core.utiles.Constants,class,0.722805788982259,67370,0.624383086567961,69632,0.098422702414298,0.967514935661765,0,37,1,0,13,45,18,5,7,137,130,133,11,537
org.sourceforge.ifx.framework.complextype.DepAcctTrnRevRq_Type,class,1,16210,0.953703703703704,70647,0.046296296296296,0.229450649001373,9,18,1,1,1,105,18,18,0,9,1,0,0,188
net.sourceforge.jiprof.timeline.TimeLine,class,1,11764,1,3315,0,3.54871794871795,1,0,5,0,0,0,0,0,0,0,0,0,0,29
org.sourceforge.ifx.framework.element.ChkRange,class,1,3110,0.916666666666667,1566,0.083333333333333,1.98595146871009,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.heal.module.metadata.MetametadataContributorBean,class,0.9875,76888,0.9625,8421,0.025,9.13050706566916,0,15,1,0,2,55,14,14,0,6,0,0,0,61
visu.handball.moves.actions.CloseAction,class,0.708333333333333,87746,0.533333333333333,90850,0.175,0.965833791964777,2,2,3,0,5,1,2,1,0,0,0,0,5,34
org.dom4j.io.DOMReader,class,0.256934500773994,87445,0.273096804511278,81183,-0.016162303737284,1.07713437542343,12,37,1,0,52,29,11,5,0,2,0,0,1,248
org.sourceforge.ifx.framework.element.BSPReferTo,class,1,3205,0.916666666666667,1552,0.083333333333333,2.06507731958763,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.ChkAcceptStatusCode,class,1,3626,0.916666666666667,1477,0.083333333333333,2.45497630331754,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.dom4j.tree.CloneHelper,class,0.647321428571429,68212,0.596938775510204,66218,0.050382653061225,1.03011265818962,2,5,1,0,4,3,3,3,3,0,0,0,2,29
de.paragon.explorer.util.AttributeTitleManager,class,0.768484477124183,84606,0.407883986928105,77201,0.360600490196078,1.09591844665225,4,16,1,0,20,19,7,3,2,2,0,2,5,96
org.sourceforge.ifx.framework.element.CCAcctRec,class,1,3041,0.916666666666667,1654,0.083333333333333,1.83857315598549,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.Logo_Type,class,1,3087,0.916666666666667,3558,0.083333333333333,0.867622259696459,1,2,2,1,1,1,2,2,0,0,0,0,0,40
de.devcity.parseargs.ArgsParser,class,0.786438871261887,81725,0.889611374445381,90799,-0.103172503183494,0.900064978689193,3,45,1,0,10,0,9,9,0,4,2,2,0,172
ghm.follow.gui.Reset,class,0.541666666666667,70358,0.266666666666667,71158,0.275,0.98875741308075,4,3,3,0,5,1,2,2,0,1,1,1,4,34
visu.handball.moves.actions.PlaceDefenderAction,class,1,57225,0.916666666666667,39892,0.083333333333333,1.43449814499148,2,5,2,0,7,0,3,3,0,1,0,0,3,53
org.jcvi.jillion.assembly.tigr.tasm.TasmContigAttribute,enum,0.853571428571429,70080,0.603571428571429,63631,0.25,1.10134997092612,1,6,1,0,5,1,3,2,1,2,0,1,1,188
org.sourceforge.ifx.framework.element.ChksumModRq,class,1,6638,0.916666666666667,2156,0.083333333333333,3.07884972170686,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.DepBkOrdRevRq,class,1,3506,0.916666666666667,2436,0.083333333333333,1.43924466338259,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.PmtStatusModRs_Type,class,1,15780,0.966666666666667,74676,0.033333333333333,0.211312871605335,15,30,1,1,1,351,30,30,0,15,1,0,0,296
Newzgrabber.yEncDecoder,class,0.646340982350157,91419,0.510436625115524,80567,0.135904357234633,1.13469534673005,4,46,2,0,26,15,6,4,1,2,0,1,1,178
org.sourceforge.ifx.framework.element.AmtY,class,1,3225,0.916666666666667,1789,0.083333333333333,1.80268306316378,1,2,2,0,1,1,2,2,0,0,0,0,0,40
net.virtualinfinity.atrobots.computer.SetCXInstruction,class,1,38798,1,14799,0,2.62166362592067,2,2,2,0,4,1,2,1,0,0,0,0,0,14
org.sourceforge.ifx.framework.complextype.RecXferAddRs_Type,class,1,16803,0.948717948717949,69185,0.051282051282051,0.242870564428706,13,26,1,1,1,253,26,26,0,13,1,0,0,260
macaw.businessLayer.SupportingDocument,class,0.971288515406162,94991,0.919237431814831,86558,0.052051083591331,1.09742600337346,5,30,1,0,26,84,20,20,2,7,0,0,15,322
net.virtualinfinity.atrobots.measures.Temperature,class,0.979166666666667,69262,0.883607079195314,70201,0.095559587471353,0.986624122163502,1,14,1,0,7,24,9,9,1,2,1,1,7,77
net.virtualinfinity.atrobots.arena.Velocity,class,0.925,67959,0.925,8070,0,8.42118959107807,4,3,1,0,2,0,3,3,0,2,0,0,0,20
com.sap.managementconsole.soap.axis.sapcontrol.J2EECache2,class,0.822818218384864,148658,0.842292078214725,117512,-0.019473859829861,1.26504527197222,8,57,1,0,30,770,45,45,3,22,0,1,0,624
Main,class,0.916666666666667,65134,0.916666666666667,3662,0,17.7864554888039,2,2,1,0,3,1,2,2,1,4,0,0,0,24
org.sourceforge.ifx.framework.complextype.SignonPswd_Type,class,1,8060,0.983333333333333,6458,0.016666666666667,1.24806441622793,5,10,1,1,1,21,10,10,0,5,1,0,0,116
com.sap.managementconsole.soap.axis.saphostcontrol.ACOperationCode,class,0.954545454545455,87797,0.816287878787879,75343,0.138257575757576,1.1652973733459,7,13,1,0,6,39,11,10,5,13,10,12,2,80
br.com.jnfe.base.pl005d.RequestAdapterImpl,class,0.825928792569659,69109,0.825928792569659,71050,0,0.972681210415201,6,5,3,0,20,1,2,2,0,3,2,3,2,78
net.sourceforge.nekomud.logging.MethodLogger,class,0.421695402298851,65811,0.395593869731801,67669,0.02610153256705,0.972542818720537,2,5,1,0,11,0,2,2,0,1,0,0,0,77
org.sourceforge.ifx.framework.complextype.LowCurAmt_Type,class,1,3186,0.916666666666667,3111,0.083333333333333,1.02410800385728,1,2,2,1,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.CurConvertRule,class,1,3454,0.916666666666667,1472,0.083333333333333,2.34646739130435,1,2,5,0,1,1,2,2,0,0,0,0,0,40
com.sap.netweaver.porta.core.nw7.LMUtilsImpl,class,0.58292858902615,118258,0.485696939529692,103007,0.097231649496458,1.14805789897774,9,30,1,0,20,15,6,6,0,0,0,0,0,109
org.quickserver.util.xmlreader.ApplicationConfiguration,class,0.928353658536585,69595,0.928353658536585,64291,0,1.08249988334293,1,12,3,0,12,8,5,5,0,1,0,0,0,97
org.sourceforge.ifx.framework.complextype.ChkAcceptModRs_Type,class,1,19169,0.979166666666667,77725,0.020833333333333,0.246625924734641,12,24,1,1,1,210,24,24,0,12,1,0,0,242
org.sourceforge.ifx.framework.element.CaseSen,class,1,3217,0.916666666666667,1545,0.083333333333333,2.08220064724919,1,2,4,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.CustBankSvcPref_Type,class,1,11666,0.958333333333333,10747,0.041666666666667,1.08551223597283,2,4,1,1,1,0,4,4,0,2,1,0,0,62
com.sap.netweaver.porta.core.snippets.SnippetUseDeployManager,class,0.857226107226107,66618,0.821511821511822,65795,0.035714285714285,1.01250854928186,7,6,1,0,10,3,3,2,1,2,0,2,1,60
org.sourceforge.ifx.framework.complextype.BatchInfo_Type,class,1,21144,0.939393939393939,12933,0.060606060606061,1.63488749710044,5,10,1,1,1,21,10,10,0,5,1,0,0,116
org.jcvi.jillion.internal.core.util.AbstractFOQueue,class,0.952466740576497,76452,0.802466740576497,35993,0.15,2.12407968216042,2,22,1,2,18,0,20,18,0,1,0,0,0,154
org.quickserver.net.client.ClientInfo,class,0.969512195121951,67203,0.933797909407666,12650,0.035714285714285,5.31249011857708,0,12,1,0,0,54,12,12,0,6,0,0,0,64
org.dom4j.jaxb.JAXBReader,class,0.598183072141406,108186,0.454526186669044,86046,0.143656885472362,1.25730423261976,13,38,2,0,18,292,25,24,0,4,0,0,0,336
visu.handball.moves.views.CommentView,class,0.9375,74699,0.918367346938775,14085,0.019132653061225,5.30344337948172,0,4,5,0,6,0,4,4,0,2,0,1,0,52
org.sourceforge.ifx.framework.complextype.DebitAuthStatus_Type,class,1,13616,0.958333333333333,13893,0.041666666666667,0.980061901677104,6,12,1,1,1,36,12,12,0,6,1,0,0,134
org.dom4j.tree.DefaultElement,class,0.821986633031139,161605,0.781491508101512,197872,0.040495124929627,0.816714845961025,19,128,4,5,69,1050,48,41,0,5,0,1,14,487
org.sourceforge.ifx.framework.element.CustId,class,1,3312,0.916666666666667,1710,0.083333333333333,1.93684210526316,1,2,2,0,1,1,2,2,0,0,0,0,0,40
visu.handball.moves.actions.NewAction,class,0.854166666666667,92186,0.690476190476191,82577,0.163690476190476,1.11636412076002,2,2,3,0,5,1,2,1,0,0,0,0,4,35
org.dom4j.dom.DOMAttribute,class,0.825568110050869,118278,0.784277593814232,127594,0.041290516236637,0.926987162405756,12,47,5,0,32,990,45,44,0,0,0,0,22,202
org.sourceforge.ifx.framework.complextype.CCAcctStmtRevRq_Type,class,1,13400,0.990740740740741,77015,0.009259259259259,0.173992079465039,9,18,1,1,1,105,18,18,0,9,1,0,0,188
jipa.Main,class,0.513674564042035,103374,0.446244383947609,85975,0.067430180094426,1.20237278278569,1,80,1,0,41,66,13,13,13,3,3,3,94,373
ghm.follow.gui.Clear,class,0.84375,76591,0.55,82940,0.29375,0.923450687243791,4,2,3,0,6,1,2,2,0,1,1,1,4,43
org.sourceforge.ifx.framework.element.CustModRs,class,1,6851,0.916666666666667,2890,0.083333333333333,2.37058823529412,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.element.CompositeCurAmtType,class,1,3198,0.916666666666667,1519,0.083333333333333,2.10533245556287,1,2,5,0,1,1,2,2,0,0,0,0,0,40
org.saxpath.SAXPathParseException,class,1,12039,1,3110,0,3.87106109324759,1,1,4,0,0,0,1,1,0,0,0,0,0,76
org.heal.servlet.RegistrationAction,class,0.365734073195527,74075,0.365734073195527,69910,0,1.05957659848376,11,108,1,0,51,1,2,2,0,0,0,0,0,368
org.sourceforge.ifx.framework.complextype.DiscInfo_Type,class,1,6334,0.958333333333333,5057,0.041666666666667,1.25252125766265,4,8,1,1,1,10,8,8,0,4,1,0,0,98
org.sourceforge.ifx.framework.complextype.CCAcctStmtInqRq_Type,class,1,22055,0.962121212121212,67062,0.037878787878788,0.328874772598491,11,22,1,1,1,171,22,22,0,11,1,0,0,224
fr.pingtimeout.jtail.gui.controller.JTailSizeController,class,0.671768707482993,82251,0.514739229024943,83486,0.15702947845805,0.985207100591716,2,5,2,0,14,0,2,2,0,2,0,0,5,66
org.sourceforge.ifx.framework.complextype.BillerId_Type,class,1,7536,0.972222222222222,8496,0.027777777777778,0.887005649717514,3,6,1,1,1,3,6,6,0,3,1,0,0,80
org.sourceforge.ifx.framework.complextype.SvcAcctAddRq_Type,class,1,13255,0.931034482758621,45917,0.068965517241379,0.288673040486094,12,24,1,1,1,210,24,24,0,12,1,0,0,242
org.petsoar.actions.storefront.StoreFrontViewPet,class,0.64702380952381,89381,0.59702380952381,81111,0.05,1.10195904377951,4,5,1,0,1,0,4,4,0,3,0,0,0,57
com.google.earth.kml._2.StatusType,class,1,10541,1,5407,0,1.9495098945811,0,4,1,0,0,2,4,4,0,2,0,0,0,75
osa.ora.server.client.threads.SendChatThread,class,0.416666666666667,81554,0.444444444444444,69637,-0.027777777777777,1.17113028993208,3,3,2,0,2,0,2,2,0,3,0,0,0,33
org.sourceforge.ifx.framework.complextype.DevCimPosition_Type,class,1,12891,0.986111111111111,11904,0.013888888888889,1.08291330645161,6,12,1,1,1,36,12,12,0,6,1,0,0,134
net.sourceforge.squirrel_sql.client.db.AliasGroup,class,0.961607142857143,79131,0.794487577639752,78632,0.167119565217391,1.0063460168888,5,21,1,0,19,67,14,12,0,7,0,2,1,178
org.sourceforge.ifx.framework.element.DepAcctStmtRevRq,class,1,6419,1,3181,0,2.01791889342974,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.sourceforge.ifx.framework.complextype.TerminalObjStatus_Type,class,1,12235,0.988095238095238,19008,0.011904761904762,0.643676346801347,7,14,1,1,1,55,14,14,0,7,1,0,0,152
org.sourceforge.ifx.framework.element.CCAcctTrnMsgRqInfo,class,1,3620,0.916666666666667,2020,0.083333333333333,1.79207920792079,1,2,2,0,1,1,2,2,0,0,0,0,0,40
org.heal.servlet.SubmitDetailedViewSurveyAction,class,0.919642857142857,84184,0.919642857142857,11286,0,7.45915293283714,2,5,2,0,2,10,5,5,0,0,0,0,5,29
fr.pingtimeout.jtail.io.LineReader,class,0.953014184397163,127931,0.823551406378154,72741,0.129462778019009,1.75871929173369,1,8,1,0,11,0,5,5,0,4,0,1,2,129
net.sourceforge.schemaspy.util.ConnectionURLBuilder,class,0.744308943089431,64434,0.373333333333333,65487,0.370975609756098,0.983920472765587,4,13,1,0,29,2,5,3,0,3,0,0,1,94
Example,class,1,6436,1,4286,0,1.5016332244517,2,1,1,0,8,0,1,1,1,5,0,0,1,23
